Date,Object,Price,Location,Category,Object Type,Link
2019-01-08 00:00:00,"Sold  Jan 8, 2019 Viking Glass bead knecklace with jade amulets  ( wearable )",28.39,United Kingdom,Viking,?,https://www.ebay.com/itm/Viking-Glass-bead-knecklace-with-jade-amulets-wearable/254051958721?hash=item3b26ad3fc1%3Ag%3AYYcAAOSwIqxcLmSy&LH_Auction=1
2019-01-18 00:00:00,"Sold  Jan 18, 2019 EGYPTIAN ANTIQUES ANTIQUITIES Sarcophagus Tomb For Animal Organs 3500-3400 BC",99.0,Egypt,Egyptian,?,https://www.ebay.com/itm/EGYPTIAN-ANTIQUES-ANTIQUITIES-Sarcophagus-Tomb-For-Animal-Organs-3500-3400-BC/153342554807?hash=item23b3edb2b7%3Ag%3AB1YAAOSwZe9bLCRl&LH_Auction=1
2018-12-12 00:00:00,"Sold  Dec 12, 2018 23# Old Rare Antique Islamic Yemen / Ottoman / Persian Silver Powder Horn Flask",78.7,Germany,Near east,?,https://www.ebay.com/itm/23-Old-Rare-Antique-Islamic-Yemen-Ottoman-Persian-Silver-Powder-Horn-Flask/163409917356?hash=item260bfd75ac%3Ag%3AFVoAAOSwvcFcA650&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 Rare Ancient Egyptian Queen Hatshepsut With Horus (18th Dynasty)",46.46,United Kingdom,Egyptian,?,https://www.ebay.com/itm/Rare-Ancient-Egyptian-Queen-Hatshepsut-With-Horus-18th-Dynasty/173681568311?hash=item28703a6a37%3Ag%3A8qYAAOSwMOtcC7di&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 Ancient Silver Byzantine ring cross.",24.5,Serbia,Byzantine,?,https://www.ebay.com/itm/Ancient-Silver-Byzantine-ring-cross/163372214969?hash=item2609be2ab9%3Ag%3ARIoAAOSwB5lb8I%7E4&LH_Auction=1
2018-12-01 00:00:00,"Sold  Dec 1, 2018 VERY RARE ANCIENT ROMAN BRONZE FINGERLINGS WITH GOD OF LOVE /ERMES 4.6gr 25.2mm",8.39,United Kingdom,Roman,?,https://www.ebay.com/itm/VERY-RARE-ANCIENT-ROMAN-BRONZE-FINGERLINGS-WITH-GOD-OF-LOVE-ERMES-4-6gr-25-2mm/312323259154?hash=item48b7eabb12%3Ag%3AZSMAAOSwMhVb7uZ4&LH_Auction=1
2018-11-17 00:00:00,"Sold  Nov 17, 2018 Lot of Roman KNlFES  - Warriors Relics Metal Detector Found circa 100 AD (+246)",27.1,,Roman,?,
2018-12-16 00:00:00,"Sold  Dec 16, 2018 ROMAN ANCIENT ARTIFACT BRONZE SMALL MILITARY FIBULA",12.26,Austria,Roman,?,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-SMALL-MILITARY-FIBULA/183576571949?hash=item2abe04302d%3Ag%3AswIAAOSw2hxcDW0u&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (5)",27.62,United Kingdom,Egyptian,?,https://www.ebay.com/itm/EGYPTIAN-HIEROGLYPHIC-SHABTI-LATE-PERIOD-664-332-BC-5/312300484390?hash=item48b68f3726%3Ag%3ATPUAAOSwzGBb4YAS&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 Large Byzantine Bronze Enkolpion Reliquary Cross",17.99,,Byzantine,?,
2018-12-11 00:00:00,"Sold  Dec 11, 2018 RARE ATTRACTIVE ROMAN BRONZE CLASPED HANDS RING, AS FOUND+++",49.99,Norway,Roman,?,https://www.ebay.com/itm/RARE-ATTRACTIVE-ROMAN-BRONZE-CLASPED-HANDS-RING-AS-FOUND/223270938932?hash=item33fbfc2934%3Ag%3Aw7gAAOSwvItbcK-J&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 Ancient Viking iron knives 9-12 century",15.0,Ukraine,Viking,?,https://www.ebay.com/itm/Ancient-Viking-iron-knives-9-12-century/264019611610?hash=item3d78cb8fda%3Ag%3A680AAOSw7Spb3Dok&LH_Auction=1
2019-01-05 00:00:00,"Sold  Jan 5, 2019 VERY RARE LOT OF 5X PHOENICIAN BEAD SEALS 300BC SUPER QUALITY (2)",14.2,Cyprus,Near east,?,https://www.ebay.com/itm/VERY-RARE-LOT-OF-5X-PHOENICIAN-BEAD-SEALS-300BC-SUPER-QUALITY-2/312408753379?hash=item48bd0344e3%3Ag%3AjPkAAOSwWrxcKimm&LH_Auction=1
2018-11-07 00:00:00,"Sold  Nov 7, 2018 RARE 3000 BC Asian Alien Carving Stone Age Neolithic Ancient Artifact Hongshan A",44.0,United States,Pre-historic,?,https://www.ebay.com/itm/RARE-3000-BC-Asian-Alien-Carving-Stone-Age-Neolithic-Ancient-Artifact-Hongshan-A/273536874029?hash=item3fb011762d%3Ag%3A%7ENEAAOSw1M9b17E6&LH_Auction=1
2018-11-17 00:00:00,"Sold  Nov 17, 2018 Ancient Roman Lapis lazuli Stone Eagle bird Stone  # 6F",16.5,Thailand,Roman,?,https://www.ebay.com/itm/Ancient-Roman-Lapis-lazuli-Stone-Eagle-bird-Stone-6F/273556979056?hash=item3fb1443d70%3Ag%3AJeUAAOSwZltb6ctq&LH_Auction=1
2018-12-01 00:00:00,"Sold  Dec 1, 2018 Wonderful Old soild Silver Unique Roman Ring with Lovely Lapis lazuli Stone # F6",15.0,Thailand,Roman,?,https://www.ebay.com/itm/Wonderful-Old-soild-Silver-Unique-Roman-Ring-with-Lovely-Lapis-lazuli-Stone-F6/223243239125?hash=item33fa557ed5%3Ag%3ADVsAAOSwAFFb9ZOH&LH_Auction=1
2019-01-02 00:00:00,"Sold  Jan 2, 2019 BRONZE ROMAN WEDDING RINGS",1.0,Serbia,Roman,?,https://www.ebay.com/itm/BRONZE-ROMAN-WEDDING-RINGS/233071543443?hash=item3644258493%3Ag%3AYEwAAOSw5iRb%7Eukq&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 Glass Grand Tour intaglio cameo roman paste souvenir james tassie Neoclassical",82.0,Australia,Roman,?,https://www.ebay.com/itm/Glass-Grand-Tour-intaglio-cameo-roman-paste-souvenir-james-tassie-Neoclassical/173697931234?hash=item28713417e2%3Ag%3ArzAAAOSwaSVcGVP5&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 RARE  ROMAN CA.300 AD ARCHERS RING STRIPPED OF PATINATION - RARE WEARABLE",14.98,,Roman,?,
2018-11-16 00:00:00,"Sold  Nov 16, 2018  ROMAN BRONZE FIBULA",0.99,United Kingdom,Roman,?,https://www.ebay.com/itm/ROMAN-BRONZE-FIBULA/323542016114?hash=item4b549b6072%3Ag%3Aqz4AAOSwtc9bw1LU&LH_Auction=1
2018-11-13 00:00:00,"Sold  Nov 13, 2018 RARE Ancient VIKING BRONZE RING museum quality ARTIFACT VERY AMAZING",0.99,Morocco,Viking,?,https://www.ebay.com/itm/RARE-Ancient-VIKING-BRONZE-RING-museum-quality-ARTIFACT-VERY-AMAZING/292808765517?hash=item442cc3304d%3Ag%3AoiEAAOSw1XFbzxC3&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 VERY RARE ANCIENT NEAR EASTERN SEAL 300 BC (9)",16.13,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-ANCIENT-NEAR-EASTERN-SEAL-300-BC-9/312366647182?hash=item48ba80c78e%3Ag%3AINIAAOSwzDFcDpcF&LH_Auction=1
2018-11-26 00:00:00,"Sold  Nov 26, 2018 Roman arrowheads",5.5,United Kingdom,Roman,?,https://www.ebay.com/itm/Roman-arrowheads/302964685887?hash=item468a1a3c3f%3Ag%3APBMAAOSwHrlb8u%7EU&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 BEAUTIFUL ANCIENT EGYPTIAN  RING 300 BC (3)",33.56,United Kingdom,Egyptian,?,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-RING-300-BC-3/312317577990?hash=item48b7940b06%3Ag%3AANYAAOSwEX5b6uLU&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (5)",5.42,Cyprus,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-5/312300418265?hash=item48b68e34d9%3Ag%3AwLwAAOSwoDlb4X3H&LH_Auction=1
2019-01-05 00:00:00,"Sold  Jan 5, 2019 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (3)",15.06,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-3/312408766527?hash=item48bd03783f%3Ag%3AzH8AAOSwH2VcKi2q&LH_Auction=1
2018-11-17 00:00:00,"Sold  Nov 17, 2018 Ancient Roman Senatorial Legionary SILVER ring Leg XIII Gemina amazing HUGE",69.0,,Roman,?,
2018-11-18 00:00:00,"Sold  Nov 18, 2018 1 Ancient Neolithic Carnelian Ear Plug, Stone Age, VERY RARE !!",20.5,Germany,Pre-historic,?,https://www.ebay.com/itm/1-Ancient-Neolithic-Carnelian-Ear-Plug-Stone-Age-VERY-RARE/153259310468?hash=item23aef77d84%3Ag%3AnCUAAOSwBqZb6vw6&LH_Auction=1
2018-11-23 00:00:00,"Sold  Nov 23, 2018 LOW OUTBID !Rare Ancient VIKING Bronze RING 9-10 AD century ARTIFACT Magnificent",0.06,Morocco,Viking,?,https://www.ebay.com/itm/LOW-OUTBID-Rare-Ancient-VIKING-Bronze-RING-9-10-AD-century-ARTIFACT-Magnificent/173645093663?hash=item286e0ddb1f%3Ag%3A0QcAAOSwaW1bpX2U&LH_Auction=1
2018-10-23 00:00:00,"Sold  Oct 23, 2018 ancient bronze ring - Greek - 400 BC? 1000-2000 BC?",26.49,Germany,Greek,?,https://www.ebay.com/itm/ancient-bronze-ring-Greek-400-BC-1000-2000-BC/283209367441?hash=item41f097ff91%3Ag%3ABJ4AAOSwHb9bwTC4&LH_Auction=1
2018-10-29 00:00:00,"Sold  Oct 29, 2018 Ancient Viking SILVER Ring engraved Viking symbols and Two WOLF head Amazing",46.0,,Viking,?,
2018-12-17 00:00:00,"Sold  Dec 17, 2018 rare ancient viking bronze ring solid beautiful authentic rare type",13.99,Morocco,Viking,?,https://www.ebay.com/itm/rare-ancient-viking-bronze-ring-solid-beautiful-authentic-rare-type/254021120577?hash=item3b24d6b241%3Ag%3Aj1EAAOSwcBRbsTR4&LH_Auction=1
2019-01-08 00:00:00,"Sold  Jan 8, 2019 BRITISH DETECTOR FIND ANCIENT ROMAN BRONZE RING",10.97,United Kingdom,Roman,?,https://www.ebay.com/itm/BRITISH-DETECTOR-FIND-ANCIENT-ROMAN-BRONZE-RING/153324515072?hash=item23b2da6f00%3Ag%3AmqsAAOSwq6VcK0PF&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 ANCIENT BEADS, Ancient Roman Bronze Beads",0.99,Bosnia and Herzegovina,Roman,?,https://www.ebay.com/itm/ANCIENT-BEADS-Ancient-Roman-Bronze-Beads/273602759473?hash=item3fb3fecb31%3Ag%3ASWEAAOSwtgZcDXeS&LH_Auction=1
2018-12-29 00:00:00,"Sold  Dec 29, 2018 A390.Roman style bronze phalera Medusa head",14.5,Bulgaria,Roman,?,https://www.ebay.com/itm/A390-Roman-style-bronze-phalera-Medusa-head/233056769786?hash=item36434416fa%3Ag%3ApIQAAOSwS4VcGqRr&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 Ancient Silver Roman Figure",33.56,United States,Roman,?,https://www.ebay.com/itm/Ancient-Silver-Roman-Figure/264076339623?hash=item3d7c2d29a7%3Ag%3AvCMAAOSwz05cCWp2&LH_Auction=1
2018-12-18 00:00:00,"Sold  Dec 18, 2018 4 Ancient Roman Carnelian Beads, Romans VERY RARE!  TOP!",3.0,United Kingdom,Roman,?,https://www.ebay.com/itm/4-Ancient-Roman-Carnelian-Beads-Romans-VERY-RARE-TOP/143050428555?hash=item214e78508b%3Ag%3A%7EuAAAOSwzCtcEm30&LH_Auction=1
2018-10-30 00:00:00,"Sold  Oct 30, 2018 Greek Olpe, black-glazed terracotta, Apulia, Magna Graecia, ca. 3rd century BC",212.95,United States,Greek,?,https://www.ebay.com/itm/Greek-Olpe-black-glazed-terracotta-Apulia-Magna-Graecia-ca-3rd-century-BC/263998961675?hash=item3d7790780b%3Ag%3AwdoAAOSw-HRby2Gk&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 ANCIENT ROMAN FINGER RING EVIL EYE PROTECTIVE SYMBOLS",16.13,,Roman,?,
2018-11-05 00:00:00,"Sold  Nov 5, 2018 EGYPTIAN ANTIQUES ANTIQUITIES Nefertiti Akhenaten Wife Sculpture 1370-1336 BC",651.0,Egypt,Egyptian,?,https://www.ebay.com/itm/EGYPTIAN-ANTIQUES-ANTIQUITIES-Nefertiti-Akhenaten-Wife-Sculpture-1370-1336-BC/163353017374?hash=item2608993c1e%3Ag%3A2FUAAOSwxupbKf8F&LH_Auction=1
2019-01-10 00:00:00,"Sold  Jan 10, 2019 20 x Neolithic Arrowheads - Genuine Saharan Flint Artifacts - 4000BC (2852)",16.13,United Kingdom,Pre-historic,?,https://www.ebay.com/itm/20-x-Neolithic-Arrowheads-Genuine-Saharan-Flint-Artifacts-4000BC-2852/264028849979?hash=item3d7958873b%3Ag%3AX3sAAOSwHORb40rH&LH_Auction=1
2019-01-08 00:00:00,"Sold  Jan 8, 2019 Very Rare Vintage Phoenician Face Bead Pendant",21.5,,Near east,?,
2018-12-02 00:00:00,"Sold  Dec 2, 2018 ANCIENT ROMAN BRONZE HORSE HARNESS PART",27.1,,Roman,?,
2018-12-03 00:00:00,"Sold  Dec 3, 2018 Intact Late Post Medieval Greek Silver Plated Ring With nice Stone",13.55,Cyprus,Greek,?,https://www.ebay.com/itm/Intact-Late-Post-Medieval-Greek-Silver-Plated-Ring-With-nice-Stone/202516013746?hash=item2f26e522b2%3Ag%3AFEsAAOSwZBRb%7EENv&LH_Auction=1
2018-12-27 00:00:00,"Sold  Dec 27, 2018 Roman King face intaglio Agate stone Beautiful Ring  #7N",26.0,Thailand,Roman,?,https://www.ebay.com/itm/Roman-King-face-intaglio-Agate-stone-Beautiful-Ring-7N/273615159924?hash=item3fb4bc0274%3Ag%3AO34AAOSwEfVcF4xV&LH_Auction=1
2019-01-18 00:00:00,"Sold  Jan 18, 2019 AUTHENTIC ANCIENT ROMAN ERA CERAMIC SEAL W/  LOBSTER / SEA CREATURE -  J29",7.1,United Kingdom,Roman,?,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-ROMAN-ERA-CERAMIC-SEAL-W-LOBSTER-SEA-CREATURE-J29/254064660182?hash=item3b276f0ed6%3Ag%3AxKsAAOSwjrFcOIXl&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 2862	A pair ancient Byzantine silver gilded earrings whit blue and green glass",9.68,United Kingdom,Byzantine,?,https://www.ebay.com/itm/2862-A-pair-ancient-Byzantine-silver-gilded-earrings-whit-blue-and-green-glass/173626616892?hash=item286cf3ec3c%3Ag%3AS7oAAOSwIUVb4ceL&LH_Auction=1
2019-01-13 00:00:00,"Sold  Jan 13, 2019 Ancient Interesting Roman Bronze Ring * Lion * 1st - 4th century AD",49.04,United Kingdom,Roman,?,https://www.ebay.com/itm/Ancient-Interesting-Roman-Bronze-Ring-Lion-1st-4th-century-AD/292906373560?hash=item44329491b8%3Ag%3A4l0AAOSwG25cMjRD&LH_Auction=1
2018-12-10 00:00:00,"Sold  Dec 10, 2018 SCARCE MEDIEVAL GREEK SILVER SATYR MASC PENDANT",19.42,,Greek,?,
2018-12-09 00:00:00,"Sold  Dec 9, 2018 Egyptian Scarab, Cult of Crocodile God Sobek, c. 1550 - 664 BC",75.0,United States,Egyptian,?,https://www.ebay.com/itm/Egyptian-Scarab-Cult-of-Crocodile-God-Sobek-c-1550-664-BC/283287420864?hash=item41f53effc0%3Ag%3AGi8AAOSwcf9cBGdm&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018 2780	Ancient Byzantine bronze rring with a green glass 19 mm",4.13,United Kingdom,Byzantine,?,https://www.ebay.com/itm/2780-Ancient-Byzantine-bronze-rring-with-a-green-glass-19-mm/173638868306?hash=item286daedd52%3Ag%3AyRAAAOSwHOZb6vq1&LH_Auction=1
2018-11-27 00:00:00,"Sold  Nov 27, 2018 BRITISH FOUND ANCIENT ROMAN CHUNKY BRONZE RING WITH MOTIF",27.09,United Kingdom,Roman,?,https://www.ebay.com/itm/BRITISH-FOUND-ANCIENT-ROMAN-CHUNKY-BRONZE-RING-WITH-MOTIF/153269332319?hash=item23af90695f%3Ag%3AXWsAAOSwHAxb9C3Z&LH_Auction=1
2019-01-11 00:00:00,"Sold  Jan 11, 2019 RARE TYPE ROMAN PERIOD IRON MULE OR DONKEY SHOE, WELL PRESERVED+++",9.99,Norway,Roman,?,https://www.ebay.com/itm/RARE-TYPE-ROMAN-PERIOD-IRON-MULE-OR-DONKEY-SHOE-WELL-PRESERVED/323636935478?hash=item4b5a43bb36%3Ag%3AVrkAAOSw2hxcKAdl&LH_Auction=1
2018-10-28 00:00:00,"Sold  Oct 28, 2018 Lantern Old Ottoman With prominent engravings handmade Old and very rare",17.5,Turkey,Near east,?,https://www.ebay.com/itm/Lantern-Old-Ottoman-With-prominent-engravings-handmade-Old-and-very-rare/142980037516?hash=item214a463b8c%3Ag%3ARPAAAOSw%7EQhbtNel&LH_Auction=1
2018-11-21 00:00:00,"Sold  Nov 21, 2018 AUTHENTIC MEDIEVAL VIKING ERA BRONZE RING W/ RUNIC DECORATION - WEARABLE - H319",5.42,United Kingdom,Viking,?,https://www.ebay.com/itm/AUTHENTIC-MEDIEVAL-VIKING-ERA-BRONZE-RING-W-RUNIC-DECORATION-WEARABLE-H319/253978957627?hash=item3b2253573b%3Ag%3A%7EIEAAOSwbX1b6vCo&LH_Auction=1
2018-11-05 00:00:00,"Sold  Nov 5, 2018 X-MAS GIFTS,EXP POLISHED,DETECTOR FIND,2nd Cen ROMAN AE STONE INTAGLIO SEAL RING",25.81,United Kingdom,Roman,?,https://www.ebay.com/itm/X-MAS-GIFTS-EXP-POLISHED-DETECTOR-FIND-2nd-Cen-ROMAN-AE-STONE-INTAGLIO-SEAL-RING/312286060177?hash=item48b5b31e91%3Ag%3AnYwAAOSw6utbq2vg&LH_Auction=1
2019-01-17 00:00:00,"Sold  Jan 17, 2019 ** REMARKABLE ** Ancient Roman ** WOLF EYE TOOTH ** in Silver pendant",41.0,,Roman,?,
2018-11-09 00:00:00,"Sold  Nov 9, 2018 ROMAN ANCIENT ARTIFACT BRONZE PART OF BUCKLE",1.28,Austria,Roman,?,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-PART-OF-BUCKLE/173620378722?hash=item286c94bc62%3Ag%3ABwcAAOSwjXVarjpc&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 LOW OUTBID !! Rare Ancient VIKING SILVER RING 9-10 AD century W/ *UNIQUE STONE*",52.0,Morocco,Viking,?,https://www.ebay.com/itm/LOW-OUTBID-Rare-Ancient-VIKING-SILVER-RING-9-10-AD-century-W-UNIQUE-STONE/173677445492?hash=item286ffb8174%3Ag%3A33oAAOSw-mNbgdjt&LH_Auction=1
2018-10-30 00:00:00,"Sold  Oct 30, 2018 ANCIENT GANDHARA TERRACOTTA PANEL WITH SCENE",4.13,United Kingdom,Indus,?,https://www.ebay.com/itm/ANCIENT-GANDHARA-TERRACOTTA-PANEL-WITH-SCENE/153227970800?hash=item23ad1948f0%3Ag%3AnbcAAOSwaDtbzboy&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 ROMAN ANCIENT ARTIFACT BRONZE GAMBLING RING  -Lucky RING",9.68,Morocco,Roman,?,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-GAMBLING-RING-Lucky-RING/173683810200?hash=item28705c9f98%3Ag%3AATEAAOSwnWpcDYGy&LH_Auction=1
2018-10-26 00:00:00,"Sold  Oct 26, 2018 Ancient Viking.Whole and broken crosses, rings, buckles and amulets 5-15 AD",38.95,Russia,Viking,?,https://www.ebay.com/itm/Ancient-Viking-Whole-and-broken-crosses-rings-buckles-and-amulets-5-15-AD/183489048744?hash=item2ab8ccb0a8%3Ag%3AQ6AAAOSwYcBbxd9d&LH_Auction=1
2019-01-10 00:00:00,"Sold  Jan 10, 2019 20 x Neolithic Arrowheads - Genuine Saharan Flint Artifacts - 4000BC (2917)",16.13,United Kingdom,Pre-historic,?,https://www.ebay.com/itm/20-x-Neolithic-Arrowheads-Genuine-Saharan-Flint-Artifacts-4000BC-2917/253971260129?hash=item3b21dde2e1%3Ag%3AjqUAAOSwckVb5FL4&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 Rare ROMAN PERIOD > Ancient Roman leather workers IRON PUNCH / SPIKE - 100 AD*^*",2.81,Austria,Roman,?,https://www.ebay.com/itm/Rare-ROMAN-PERIOD-Ancient-Roman-leather-workers-IRON-PUNCH-SPIKE-100-AD/283296613501?hash=item41f5cb447d%3Ag%3AV0AAAOSwkvtcDQOW&LH_Auction=1
2018-10-29 00:00:00,"Sold  Oct 29, 2018 Bronze Roman Dog",28.39,,Roman,?,
2018-10-25 00:00:00,"Sold  Oct 25, 2018 Lot of 7x Roman Iron Knifes L=100-160mm",3.25,,Roman,?,
2019-01-03 00:00:00,"Sold  Jan 3, 2019 Lovely Old Silver Ancient Roman Unique Silver beautiful Ring",22.5,Thailand,Roman,?,https://www.ebay.com/itm/Lovely-Old-Silver-Ancient-Roman-Unique-Silver-beautiful-Ring/123566243119?hash=item1cc51f3d2f%3Ag%3AUh0AAOSwIkNcJQve&LH_Auction=1
2018-12-07 00:00:00,"Sold  Dec 7, 2018 18-24 K Gold Plated Replicas of PRE COLUMBIAN jewlery",10.0,,America,?,
2018-12-23 00:00:00,"Sold  Dec 23, 2018 ANCIENT ROMAN ARCHAIC CA.400 AD ARCHERS RING WITH DECORATION  - WEARABLE GIFT-",38.71,,Roman,?,
2018-12-09 00:00:00,"Sold  Dec 9, 2018 BEAUTIFUL ROMAN GLASS BRACELET: INTACT & COLOURFUL, 2nd-4th CENTURY AD.",33.56,United Kingdom,Roman,?,https://www.ebay.com/itm/BEAUTIFUL-ROMAN-GLASS-BRACELET-INTACT-COLOURFUL-2nd-4th-CENTURY-AD/312344579381?hash=item48b9300d35%3Ag%3AWLcAAOSw5qdcAC3J&LH_Auction=1
2018-12-14 00:00:00,"Sold  Dec 14, 2018 VERY LARGE RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (2)",18.71,Cyprus,Near east,?,https://www.ebay.com/itm/VERY-LARGE-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-2/332932484001?hash=item4d84528ba1%3Ag%3AsMMAAOSwukZcCok-&LH_Auction=1
2018-12-31 00:00:00,"Sold  Dec 31, 2018 Islamic Pendant",4.99,United Kingdom,Islamic,?,https://www.ebay.com/itm/Islamic-Pendant/352552711746?hash=item5215c77642%3Ag%3AKkIAAOSwUu5cFa8e&LH_Auction=1
2019-01-18 00:00:00,"Sold  Jan 18, 2019 Ancient Roman Senatorial Legionary Silver ring Legio II Italica Museum Quality",39.0,,Roman,?,
2018-12-16 00:00:00,"Sold  Dec 16, 2018 CIRCA 715-332BC - BEAUTIFUL ANCIENT EGYPTIAN FAIENCE RING WITH ANUBIS TOP",40.01,United Kingdom,Egyptian,?,https://www.ebay.com/itm/CIRCA-715-332BC-BEAUTIFUL-ANCIENT-EGYPTIAN-FAIENCE-RING-WITH-ANUBIS-TOP/223277723696?hash=item33fc63b030%3Ag%3AjQoAAOSw2bFcC8Bc&LH_Auction=1
2018-12-31 00:00:00,"Sold  Dec 31, 2018 2 Ancient Neolithic Flint Arrowheads, Stone Age, VERY RARE !!  TOP !!",19.5,Germany,Pre-historic,?,https://www.ebay.com/itm/2-Ancient-Neolithic-Flint-Arrowheads-Stone-Age-VERY-RARE-TOP/143066434145?hash=item214f6c8a61%3Ag%3A-6EAAOSwctJcI6zK&LH_Auction=1
2019-01-06 00:00:00,"Sold  Jan 6, 2019 Rare ROMAN Artifact - Military Legionary Lead WHISTLE",19.99,United Kingdom,Roman,?,
2019-01-08 00:00:00,"Sold  Jan 8, 2019 BRITISH FOUND ANCIENT ROMAN BRONZE RING WITH DECORATED BEZEL",14.21,United Kingdom,Roman,?,https://www.ebay.com/itm/BRITISH-FOUND-ANCIENT-ROMAN-BRONZE-RING-WITH-DECORATED-BEZEL/153324517628?hash=item23b2da78fc%3Ag%3A7u0AAOSwvGZcK0Ra&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 Ancient Roman C.200 BC Glass Fragment  Round Beads 10 Strand wholesale lot #SR82",46.0,Malaysia,Roman,?,https://www.ebay.com/itm/Ancient-Roman-C-200-BC-Glass-Fragment-Round-Beads-10-Strand-wholesale-lot-SR82/153319103642?hash=item23b287dc9a%3Ag%3AnYEAAOSwqiJcJPni&LH_Auction=1
2019-01-17 00:00:00,"Sold  Jan 17, 2019 Rare Ancient Egyptian Black Basalt Priest Hor (23d Dynasty)",54.21,United Kingdom,Egyptian,?,https://www.ebay.com/itm/Rare-Ancient-Egyptian-Black-Basalt-Priest-Hor-23d-Dynasty/173733759883?hash=item287356cb8b%3Ag%3AeK4AAOSwnh9b7ddJ&LH_Auction=1
2019-01-08 00:00:00,"Sold  Jan 8, 2019 Neolithic drone Age wearable pendant",54.21,United Kingdom,Pre-historic,?,https://www.ebay.com/itm/Neolithic-drone-Age-wearable-pendant/254051610507?hash=item3b26a7ef8b%3Ag%3AB8EAAOSwNe9cLhrV&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 7 small Genuine ancient Roman beads circa 100 - 400 AD - (353)",1.28,United Kingdom,Roman,?,https://www.ebay.com/itm/7-small-Genuine-ancient-Roman-beads-circa-100-400-AD-353/302972049966?hash=item468a8a9a2e%3Ag%3Aoq4AAOSwPXFb-phN&LH_Auction=1
2018-11-29 00:00:00,"Sold  Nov 29, 2018 rare ancient bronze ring viking artifact bronze ring authentic",9.99,Morocco,Viking,?,https://www.ebay.com/itm/rare-ancient-bronze-ring-viking-artifact-bronze-ring-authentic/173654957678?hash=item286ea45e6e%3Ag%3AwhcAAOSwDPNb9uXg&LH_Auction=1
2018-12-22 00:00:00,"Sold  Dec 22, 2018 Old Wonderful Old Big intaglio Animal Stone Roman Sphinx Stunning Bead 34 g.",11.83,Thailand,Roman,?,https://www.ebay.com/itm/Old-Wonderful-Old-Big-intaglio-Animal-Stone-Roman-Sphinx-Stunning-Bead-34-g/113460643774?hash=item1a6ac807be%3Ag%3AaKAAAOSw-iZcF7cK&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 VERY RARE ANCIENT NEAR EASTERN CYLINDER SEAL 300 BC (6)",26.82,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-ANCIENT-NEAR-EASTERN-CYLINDER-SEAL-300-BC-6/312366561324?hash=item48ba7f782c%3Ag%3AIIYAAOSwhrpcDn-y&LH_Auction=1
2018-10-22 00:00:00,"Sold  Oct 22, 2018 84. Roman Ring",8.39,,Roman,?,
2018-10-21 00:00:00,"Sold  Oct 21, 2018 2 Ancient Celtic Amber Beads,  Celts VERY RARE!",12.5,,Celt,?,
