Date,Object,Price,Location,Category,Object Type,Link
2018-11-30 00:00:00,"Sold  Nov 30, 2018 VERY RARE LOT OF 5X PHOENICIAN BEAD SEALS 300BC SUPER QUALITY (2)",5.68,Cyprus,Near east,?,https://www.ebay.com/itm/VERY-RARE-LOT-OF-5X-PHOENICIAN-BEAD-SEALS-300BC-SUPER-QUALITY-2/332903924191?hash=item4d829ec1df%3Ag%3AMTcAAOSwcOZb-xD%7E&LH_Auction=1
2018-11-16 00:00:00,"Sold  Nov 16, 2018  Collection Viking  Knifes 9-10 Century",5.0,Ukraine,Viking,?,https://www.ebay.com/itm/Collection-Viking-Knifes-9-10-Century/183526960748?hash=item2abb0f2e6c%3Ag%3AirgAAOSw6gdb3H6M&LH_Auction=1
2018-11-30 00:00:00,"Sold  Nov 30, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (1)",14.2,United Kingdom,Egyptian,?,https://www.ebay.com/itm/EGYPTIAN-HIEROGLYPHIC-SHABTI-LATE-PERIOD-664-332-BC-1/332903704504?hash=item4d829b67b8%3Ag%3A%7EfEAAOSwKV9b-vRs&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 SUPERB ANCIENT ROMAN BRONZE SEAL RING WITH MARKINGS ON BEZEL",1.28,United Kingdom,Roman,?,https://www.ebay.com/itm/SUPERB-ANCIENT-ROMAN-BRONZE-SEAL-RING-WITH-MARKINGS-ON-BEZEL/153292582724?hash=item23b0f32f44%3Ag%3AylUAAOSwMKFcCQce&LH_Auction=1
2018-12-11 00:00:00,"Sold  Dec 11, 2018 4 Ancient Neolithic Flint Scrapers, Stone Age, VERY RARE !!  TOP !!",20.0,Germany,Pre-historic,?,https://www.ebay.com/itm/4-Ancient-Neolithic-Flint-Scrapers-Stone-Age-VERY-RARE-TOP/143041953711?hash=item214df6ffaf%3Ag%3A3FwAAOSwlLlcCUZV&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 2827	Ancient Roman bronze ring with a cross, 19 mm.",14.2,United Kingdom,Roman,?,https://www.ebay.com/itm/2827-Ancient-Roman-bronze-ring-with-a-cross-19-mm/183524581588?hash=item2abaeae0d4%3Ag%3Aw5gAAOSw0rdb48Fh&LH_Auction=1
2019-01-07 00:00:00,"Sold  Jan 7, 2019 EXTREMELY Ancient VIKING SILVER RING museum quality ARTIFACT Magnificent RING",11.5,Morocco,Viking,?,https://www.ebay.com/itm/EXTREMELY-Ancient-VIKING-SILVER-RING-museum-quality-ARTIFACT-Magnificent-RING/173712553293?hash=item287213354d%3Ag%3AfFsAAOSwAFFcJuX1&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 AMAZING ROMAN ARCHAIC DECORATED COPPER ARCHERS RING- STRIPED OF PATINATION",40.0,,Roman,?,
2018-11-10 00:00:00,"Sold  Nov 10, 2018 4 Sahara Neolithic ovate points/blades (slim profile)",13.5,United States,Pre-historic,?,https://www.ebay.com/itm/4-Sahara-Neolithic-ovate-points-blades-slim-profile/323497872002?hash=item4b51f9ca82%3Ag%3AhHQAAOSwdzRbwhWm&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018  ANCIENT BRONZE LEGIONARY ROMAN RING",76.0,Paracin,Roman,?,https://www.ebay.com/itm/ANCIENT-BRONZE-LEGIONARY-ROMAN-RING/273614051033?hash=item3fb4ab16d9%3Ag%3AiMgAAOSwF1tcFt10&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018  ROMAN GREEK LEGIONARY  SILVER GEM RING-HIPPOCAMPUS",129.05,Serbia,Greek,?,https://www.ebay.com/itm/ROMAN-GREEK-LEGIONARY-SILVER-GEM-RING-HIPPOCAMPUS/223226392631?hash=item33f9547037%3Ag%3ATQgAAOSwme1by3lj&LH_Auction=1
2019-01-18 00:00:00,"Sold  Jan 18, 2019 Ancient Roman Iron ARROWHEAD, Socketed Type, Preserved, 1st - 3rd Century AD",14.26,United Kingdom,Roman,?,https://www.ebay.com/itm/Ancient-Roman-Iron-ARROWHEAD-Socketed-Type-Preserved-1st-3rd-Century-AD/143087657104?hash=item2150b06090%3Ag%3AHl8AAOSwKwhcLqyK&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (4)",22.6,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-4/312366537723?hash=item48ba7f1bfb%3Ag%3AdJYAAOSw%7EVBcDnkA&LH_Auction=1
2019-01-16 00:00:00,"Sold  Jan 16, 2019 Amazinge Ancient Rare Bronze Roman Ring Nice",1.0,Morocco,Roman,?,https://www.ebay.com/itm/Amazinge-Ancient-Rare-Bronze-Roman-Ring-Nice/132913857729?hash=item1ef24884c1%3Ag%3AkLYAAOSwGD1cLS2P&LH_Auction=1
2018-10-21 00:00:00,"Sold  Oct 21, 2018 **LEGIO X FRETENSIS **Ancient Silver Legionary Roman Ring **AMAZING **TOP**",39.0,Paracin,Roman,?,https://www.ebay.com/itm/LEGIO-X-FRETENSIS-Ancient-Silver-Legionary-Roman-Ring-AMAZING-TOP/302921235081?hash=item4687833a89%3Ag%3AaBkAAOSw6-NbsVjh&LH_Auction=1
2018-12-02 00:00:00,"Sold  Dec 2, 2018 LOT OF 4pcs. ANCIENT ROMAN IRON KNIVES, WELL CLEANED AND PRESERVED!!!",14.99,Norway,Roman,?,https://www.ebay.com/itm/LOT-OF-4pcs-ANCIENT-ROMAN-IRON-KNIVES-WELL-CLEANED-AND-PRESERVED/323568837863?hash=item4b5634a4e7%3Ag%3A92sAAOSwQ5pb8faI&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 Ancient Viking BRONZE Ring LION SYMBOL VERY Stunning",15.0,Morocco,Viking,?,https://www.ebay.com/itm/Ancient-Viking-BRONZE-Ring-LION-SYMBOL-VERY-Stunning/254059175301?hash=item3b271b5d85%3Ag%3AU-8AAOSw91JcNS3u&LH_Auction=1
2018-11-28 00:00:00,"Sold  Nov 28, 2018 Group Lot of 15 Ancient Roman Uncleaned Bronze Bracelets c. 200 A.D. - Exact Lot",45.51,United States,Roman,?,https://www.ebay.com/itm/Group-Lot-of-15-Ancient-Roman-Uncleaned-Bronze-Bracelets-c-200-A-D-Exact-Lot/382640713295?hash=item591729ee4f%3Ag%3ACfMAAOSwRjxb9dDo&LH_Auction=1
2018-12-07 00:00:00,"Sold  Dec 7, 2018 Ancient Roman Senatorial Legionary SILVER ring Leg XVI Gallica amazing HUGE",28.0,,Roman,?,
2019-01-15 00:00:00,"Sold  Jan 15, 2019 Rare ancient Phoenician glass face pendant, 300 bc",28.68,United Kingdom,Near east,?,https://www.ebay.com/itm/Rare-ancient-Phoenician-glass-face-pendant-300-bc/264128434945?hash=item3d7f481301%3Ag%3AFJoAAOSwEONcN0HY&LH_Auction=1
2019-01-11 00:00:00,"Sold  Jan 11, 2019 RARE HUGE ROMAN PERIOD IRON HORSE SHOE, WELL PRESERVED!!!",14.99,United States,Roman,?,https://www.ebay.com/itm/RARE-HUGE-ROMAN-PERIOD-IRON-HORSE-SHOE-WELL-PRESERVED/323644074737?hash=item4b5ab0aaf1%3Ag%3AitsAAOSwK9ZcN90%7E&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (5)",7.1,United Kingdom,Egyptian,?,https://www.ebay.com/itm/EGYPTIAN-HIEROGLYPHIC-SHABTI-LATE-PERIOD-664-332-BC-5/312287126049?hash=item48b5c36221%3Ag%3A5w8AAOSw2yVb2Gx5&LH_Auction=1
2018-11-07 00:00:00,"Sold  Nov 7, 2018 ** AMAZING ** Ancient CELTIC Bronze ring  ** SNAKE **",8.27,United Kingdom,Celt,?,https://www.ebay.com/itm/AMAZING-Ancient-CELTIC-Bronze-ring-SNAKE/352503916140?hash=item5212dee66c%3Ag%3ATMQAAOSwL4Rb2jWG&LH_Auction=1
2018-11-01 00:00:00,"Sold  Nov 1, 2018 rare ancient solid ring bronze roman legionary artifact antique amazing",25.25,Morocco,Roman,?,https://www.ebay.com/itm/rare-ancient-solid-ring-bronze-roman-legionary-artifact-antique-amazing/292791269239?hash=item442bb83777%3Ag%3ASdcAAOSwtmNb1Pdy&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 BYZANTINE ANCIENT ARTIFACT BRONZE SMALL RING WITH CROSSES",7.1,United Kingdom,Byzantine,?,https://www.ebay.com/itm/BYZANTINE-ANCIENT-ARTIFACT-BRONZE-SMALL-RING-WITH-CROSSES/183517436146?hash=item2aba7dd8f2%3Ag%3AI5EAAOSwA29b3dRR&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 Ancient Roman Bronze Ring Original Authentic Antique Rare R480",0.99,Ukraine,Roman,?,https://www.ebay.com/itm/Ancient-Roman-Bronze-Ring-Original-Authentic-Antique-Rare-R480/143009792233?hash=item214c0c40e9%3Ag%3A07AAAOSwd4xbsKZK&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (10)",29.68,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-10/312366704156?hash=item48ba81a61c%3Ag%3Arj8AAOSwlfNcDqZf&LH_Auction=1
2019-01-06 00:00:00,"Sold  Jan 6, 2019 1 Ancient Neolithic Clay Bead, Stone Age, VERY RARE !!  TOP !!",19.5,Germany,Pre-historic,?,https://www.ebay.com/itm/1-Ancient-Neolithic-Clay-Bead-Stone-Age-VERY-RARE-TOP/153324860235?hash=item23b2dfb34b%3Ag%3Ajn8AAOSwzEVcK5lC&LH_Auction=1
2019-01-05 00:00:00,"Sold  Jan 5, 2019 A delightful Viking ring. Perfect gift.",4.0,Russia,Viking,?,https://www.ebay.com/itm/A-delightful-Viking-ring-Perfect-gift/332984941056?hash=item4d8772fa00%3Ag%3AlzwAAOSwNXpcGf4N&LH_Auction=1
2018-12-27 00:00:00,"Sold  Dec 27, 2018 ANCIENT ROMAN BRONZE OIL LAMP",44.76,,Roman,?,
2018-12-06 00:00:00,"Sold  Dec 6, 2018 Аncient iron arrowheads Vikings, Kievan Rus 10-13 AD № 469/12.",12.99,,Viking,?,
2019-01-06 00:00:00,"Sold  Jan 6, 2019 GROUP OF ANCIENT ROMAN LEAD ARTIFACTS",77.42,United States,Roman,?,https://www.ebay.com/itm/GROUP-OF-ANCIENT-ROMAN-LEAD-ARTIFACTS/254046234910?hash=item3b2655e91e%3Ag%3AoqYAAOSwxZxcDYJ7&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 RARE CIRCA 900-1100AD VIKING ERA NORSE SILVER RAVEN AMULET",61.95,United Kingdom,Viking,?,https://www.ebay.com/itm/RARE-CIRCA-900-1100AD-VIKING-ERA-NORSE-SILVER-RAVEN-AMULET/153240221624?hash=item23add437b8%3Ag%3AieYAAOSwq9Rb2YMA&LH_Auction=1
2019-01-06 00:00:00,"Sold  Jan 6, 2019 1 Ancient Roman Amber Bead, Romans VERY RARE!  TOP!",15.0,Bahrain,Roman,?,https://www.ebay.com/itm/1-Ancient-Roman-Amber-Bead-Romans-VERY-RARE-TOP/153324884374?hash=item23b2e01196%3Ag%3ATqAAAOSwo6NcK57H&LH_Auction=1
2019-01-02 00:00:00,"Sold  Jan 2, 2019  ** EF ** Ancient Byzantine or Medieval Bronze ring ** DOUBLE HEADED EAGLE **",86.53,,Byzantine,?,
2018-11-27 00:00:00,"Sold  Nov 27, 2018 women's decorations of the Viking Age",13.5,United States,Viking,?,https://www.ebay.com/itm/womens-decorations-of-the-Viking-Age/163389725153?hash=item260ac959e1%3Ag%3AiQ4AAOSwr5db9pHZ&LH_Auction=1
2018-12-12 00:00:00,"Sold  Dec 12, 2018 Ancient Celtic Roman iron battle axe",6.0,Ukraine,Celt,?,https://www.ebay.com/itm/Ancient-Celtic-Roman-iron-battle-axe/223268378577?hash=item33fbd517d1%3Ag%3AnpoAAOSwgVJb69ca&LH_Auction=1
2019-01-13 00:00:00,"Sold  Jan 13, 2019 LOT OF 3  CELTIC WHEEL MONEY",0.99,Slovakia,Celt,?,https://www.ebay.com/itm/LOT-OF-3-CELTIC-WHEEL-MONEY/323637998911?hash=item4b5a53f53f%3Ag%3A3CQAAOSw%7E8JcMlF2&LH_Auction=1
2018-11-14 00:00:00,"Sold  Nov 14, 2018 BYZANTINE TO POST MEDIEVAL BRONZE RING WITH CROWN SHAPED BEZEL - WEARABLE",17.95,United Kingdom,Byzantine,?,https://www.ebay.com/itm/BYZANTINE-TO-POST-MEDIEVAL-BRONZE-RING-WITH-CROWN-SHAPED-BEZEL-WEARABLE/323538650511?hash=item4b5468058f%3Ag%3AOVgAAOSw5jhbrQVP&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 Vintage Antique Ancient Roman Terracotta Cherub Angel Cupid Eros Head",50.0,United States,Roman,?,https://www.ebay.com/itm/Vintage-Antique-Ancient-Roman-Terracotta-Cherub-Angel-Cupid-Eros-Head/323534342628?hash=item4b542649e4%3Ag%3AVZEAAOSwJtJb34Ye&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 BRITISH FOUND ANCIENT ROMAN BRONZE RING WITH DECORATED BEZEL",11.03,United Kingdom,Roman,?,https://www.ebay.com/itm/BRITISH-FOUND-ANCIENT-ROMAN-BRONZE-RING-WITH-DECORATED-BEZEL/153306291921?hash=item23b1c45ed1%3Ag%3A5g4AAOSwIGxcFrWr&LH_Auction=1
2019-01-09 00:00:00,"Sold  Jan 9, 2019 Rare ancient Phoenician Glass Bead with faces , 300 bc",11.49,United Kingdom,Near east,?,https://www.ebay.com/itm/Rare-ancient-Phoenician-Glass-Bead-with-faces-300-bc/254053165211?hash=item3b26bfa89b%3Ag%3A8JoAAOSwiwZcL3jO&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 Ancient Roman Ornate Perfume Oil Bottle, Amazing Condition. 2nd/3rd Century",32.27,United Kingdom,Roman,?,https://www.ebay.com/itm/Ancient-Roman-Ornate-Perfume-Oil-Bottle-Amazing-Condition-2nd-3rd-Century/183560214320?hash=item2abd0a9730%3Ag%3ASAwAAOSwsrlb%7EbYJ&LH_Auction=1
2018-10-28 00:00:00,"Sold  Oct 28, 2018 Large Byzantine Bronze Enkolpion Reliquary Cross",17.99,,Byzantine,?,
2018-12-14 00:00:00,"Sold  Dec 14, 2018 GOING OUT OF BUSINESS SALE! GREAT BOWL~ISRAEL~ TIME OF MOSES! 1500BC",31.99,United States,Near east,?,https://www.ebay.com/itm/GOING-OUT-OF-BUSINESS-SALE-GREAT-BOWL-ISRAEL-TIME-OF-MOSES-1500BC/401650828121?hash=item5d84414359%3Ag%3AqroAAOSwusdcB0mD&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 LOW OUTBID !! EXTREMELY Ancient VIKING SILVER RING museum quality ARTIFACT",6.0,Morocco,Viking,?,https://www.ebay.com/itm/LOW-OUTBID-EXTREMELY-Ancient-VIKING-SILVER-RING-museum-quality-ARTIFACT/254037850609?hash=item3b25d5f9f1%3Ag%3AwUYAAOSwmaJcICEC&LH_Auction=1
2019-01-13 00:00:00,"Sold  Jan 13, 2019 4 Ancient Neolithic Flint Arrowheads, Stone Age, VERY RARE !!  TOP !!",7.5,Germany,Pre-historic,?,https://www.ebay.com/itm/4-Ancient-Neolithic-Flint-Arrowheads-Stone-Age-VERY-RARE-TOP/153332945830?hash=item23b35b13a6%3Ag%3AJQsAAOSwDaBcNNjz&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 RARE ANTIQUE COPPER INLAID SILVER HANDMADE ARABIC DALLAH ISLAMIC ART COFFEE POT",193.5,Egypt,Near east,?,https://www.ebay.com/itm/RARE-ANTIQUE-COPPER-INLAID-SILVER-HANDMADE-ARABIC-DALLAH-ISLAMIC-ART-COFFEE-POT/123464514164?hash=item1cbf0efa74%3Ag%3AxYkAAOSw3S5b20Zx&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 1.5"" Antique Egyptian Stone Scarab~Ancient Egypt Lucky Charm Beetle/Amulet/Bead",7.5,,Egyptian,?,
2018-12-18 00:00:00,"Sold  Dec 18, 2018  ANCIENT ROMAN LEGIONARY RING--'BULL'--LEGION OF JULIUS CAESAR",375.56,United Kingdom,Roman,?,https://www.ebay.com/itm/ANCIENT-ROMAN-LEGIONARY-RING-BULL-LEGION-OF-JULIUS-CAESAR/352541737365?hash=item5215200195%3Ag%3AoiAAAOSw1IVb7zLt&LH_Auction=1
2018-10-22 00:00:00,"Sold  Oct 22, 2018 42. Roman Ring With Glass",7.1,United Kingdom,Roman,?,https://www.ebay.com/itm/42-Roman-Ring-With-Glass/223193489931?hash=item33f75e620b%3Ag%3Aa6QAAOSwdrhbx3P2&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018  Wonderful Antique Agate  Emperor Face intaglio Stone Old Roman Ring",13.5,Thailand,Roman,?,https://www.ebay.com/itm/Wonderful-Antique-Agate-Emperor-Face-intaglio-Stone-Old-Roman-Ring/123502613183?hash=item1cc15452bf%3Ag%3ANecAAOSwlypb9EAG&LH_Auction=1
2018-12-25 00:00:00,"Sold  Dec 25, 2018 extremely ancient old lion ring bronze legionary roman ring rare type",0.79,Morocco,Roman,?,https://www.ebay.com/itm/extremely-ancient-old-lion-ring-bronze-legionary-roman-ring-rare-type/233058964986?hash=item36436595fa%3Ag%3ANfUAAOSw8a9cG%7Eo3&LH_Auction=1
2018-12-06 00:00:00,"Sold  Dec 6, 2018 ** VERY INTERESTING ** Ancient Roman Silvered Bronze  ring",1.99,,Roman,?,
2018-11-05 00:00:00,"Sold  Nov 5, 2018 GENUINE MEDIEVAL - SAXON ERA BRONZE FINGER RING - EVIL EYE MOTIF ON BEZEL",14.9,Austria,Viking,?,https://www.ebay.com/itm/GENUINE-MEDIEVAL-SAXON-ERA-BRONZE-FINGER-RING-EVIL-EYE-MOTIF-ON-BEZEL/323524330332?hash=item4b538d835c%3Ag%3A2WAAAOSwLXNbsQkC&LH_Auction=1
2018-12-17 00:00:00,"Sold  Dec 17, 2018 NobleSpirit NO RESERVE (3970) x5 Pouches of Egyptian Nile Faience Beads",46.0,United States,Egyptian,?,https://www.ebay.com/itm/NobleSpirit-NO-RESERVE-3970-x5-Pouches-of-Egyptian-Nile-Faience-Beads/292864855207?hash=item44301b0ca7%3Ag%3AX18AAOSwm5xcEZxR&LH_Auction=1
2018-12-03 00:00:00,"Sold  Dec 3, 2018 Extremely Rare ROMAN Military PLUMBATA POINT - circa 100 AD ***TOP CONDITION***",64.94,Austria,Roman,?,https://www.ebay.com/itm/Extremely-Rare-ROMAN-Military-PLUMBATA-POINT-circa-100-AD-TOP-CONDITION/283289159845?hash=item41f55988a5%3Ag%3A-PsAAOSwkERb-8sm&LH_Auction=1
2018-12-17 00:00:00,"Sold  Dec 17, 2018 ANCIENT INDUS VALLEY CA.2000 BC CARVED STONE SEAL DEPICTING BULL - ROYAL SYMBOLS",25.81,United Kingdom,Indus,?,https://www.ebay.com/itm/ANCIENT-INDUS-VALLEY-CA-2000-BC-CARVED-STONE-SEAL-DEPICTING-BULL-ROYAL-SYMBOLS/264080906377?hash=item3d7c72d889%3Ag%3Ad5kAAOSweRdcDVXy&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 ULTRA RARE STONE AGE ANCIENT NEOLITHIC ANTHROMORPHIC VINCA BUST, 4500BC (5)",58.08,United Kingdom,Pre-historic,?,https://www.ebay.com/itm/ULTRA-RARE-STONE-AGE-ANCIENT-NEOLITHIC-ANTHROMORPHIC-VINCA-BUST-4500BC-5/312301263901?hash=item48b69b1c1d%3Ag%3AY0EAAOSwRNtb4bBa&LH_Auction=1
2018-10-28 00:00:00,"Sold  Oct 28, 2018 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (2)",25.81,Cyprus,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-2/312277101285?hash=item48b52a6ae5%3Ag%3AHcIAAOSwCtNbzvR1&LH_Auction=1
2018-12-01 00:00:00,"Sold  Dec 1, 2018 1 Ancient Neolithic Carnelian Ear Plug, Stone Age, VERY RARE !!",6.5,Germany,Pre-historic,?,https://www.ebay.com/itm/1-Ancient-Neolithic-Carnelian-Ear-Plug-Stone-Age-VERY-RARE/143028645965?hash=item214d2bf04d%3Ag%3AJ04AAOSwyRdb-%7Egb&LH_Auction=1
2018-12-13 00:00:00,"Sold  Dec 13, 2018 ** BEAUTIFULL** Ancient Roman Bronze Legionary ring ** LEGIONARY EAGLE **",59.0,,Roman,?,
2018-10-31 00:00:00,"Sold  Oct 31, 2018 RARE 3000 BC Asian Alien Carving Stone Age Neolithic Ancient Artifact Hongshan A",39.0,United States,Pre-historic,?,https://www.ebay.com/itm/RARE-3000-BC-Asian-Alien-Carving-Stone-Age-Neolithic-Ancient-Artifact-Hongshan-A/273524662693?hash=item3faf5721a5%3Ag%3AL8YAAOSwo2xb0Iw2&LH_Auction=1
2018-12-21 00:00:00,"Sold  Dec 21, 2018 Antique Gemstone Quality Carved Agate Letter Wax Seal Islamic Persian Script",37.0,United States,Near east,?,https://www.ebay.com/itm/Antique-Gemstone-Quality-Carved-Agate-Letter-Wax-Seal-Islamic-Persian-Script/264084253449?hash=item3d7ca5eb09%3Ag%3AqTYAAOSw1rpcEDxm&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 RARE NEAR EASTERN SEAL 300 BC (7)",7.1,United Kingdom,Near east,?,https://www.ebay.com/itm/RARE-NEAR-EASTERN-SEAL-300-BC-7/312287148749?hash=item48b5c3bacd%3Ag%3AI3wAAOSwGVFb2HOy&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 STUNNING COLOURS -CIRCA 1500-332BC - ANCIENT EGYPTIAN STONE LAYING ANUBIS AMULET",14.85,United Kingdom,Egyptian,?,https://www.ebay.com/itm/STUNNING-COLOURS-CIRCA-1500-332BC-ANCIENT-EGYPTIAN-STONE-LAYING-ANUBIS-AMULET/223277674973?hash=item33fc62f1dd%3Ag%3AM9MAAOSwBkNcC56k&LH_Auction=1
2018-11-26 00:00:00,"Sold  Nov 26, 2018 rare ancient bronze ring viking artifact bronze ring authentic",10.99,Morocco,Viking,?,https://www.ebay.com/itm/rare-ancient-bronze-ring-viking-artifact-bronze-ring-authentic/253990750838?hash=item3b23074a76%3Ag%3AnpkAAOSwQDdbnrS0&LH_Auction=1
2018-11-17 00:00:00,"Sold  Nov 17, 2018 Indo-Greek Stone Palette",49.0,United States,Indus,?,https://www.ebay.com/itm/Indo-Greek-Stone-Palette/283254024368?hash=item41f34168b0%3Ag%3AnqgAAOSwhX5b5wLR&LH_Auction=1
2018-12-17 00:00:00,"Sold  Dec 17, 2018 rare ancient solid ring bronze viking beautiful bronze ring authentic",17.99,Morocco,Viking,?,https://www.ebay.com/itm/rare-ancient-solid-ring-bronze-viking-beautiful-bronze-ring-authentic/254021141066?hash=item3b24d7024a%3Ag%3AVo4AAOSwpspbjC8d&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (6)",4.13,Cyprus,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-6/312300530969?hash=item48b68fed19%3Ag%3Ac4cAAOSwORxb4YFp&LH_Auction=1
2018-11-19 00:00:00,"Sold  Nov 19, 2018 Amazing Egyptian faience embossed animal face",15.0,,Egyptian,?,
2018-11-01 00:00:00,"Sold  Nov 1, 2018  Ancient Roman Bronze Ring",10.0,Serbia,Roman,?,https://www.ebay.com/itm/Ancient-Roman-Bronze-Ring/113330743247?hash=item1a6309e7cf%3Ag%3AqNsAAOSw56FbcJgz&LH_Auction=1
2018-12-29 00:00:00,"Sold  Dec 29, 2018 EXTREMELY RARE ROMAN SILVER SNAKE RING, AS FOUND+++TOP CONDITION+++",129.99,Norway,Roman,?,https://www.ebay.com/itm/EXTREMELY-RARE-ROMAN-SILVER-SNAKE-RING-AS-FOUND-TOP-CONDITION/223295166127?hash=item33fd6dd6af%3Ag%3ANBcAAOSwa3BbYN5I&LH_Auction=1
2018-10-31 00:00:00,"Sold  Oct 31, 2018 RARE ANCIENT ROMAN GLASS WONDERFUL BOTTLE",14.44,Thailand,Roman,?,https://www.ebay.com/itm/RARE-ANCIENT-ROMAN-GLASS-WONDERFUL-BOTTLE/123447864894?hash=item1cbe10ee3e%3Ag%3A2fkAAOSwseZb0J9s&LH_Auction=1
2018-12-01 00:00:00,"Sold  Dec 1, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (6)",8.39,United Kingdom,Egyptian,?,https://www.ebay.com/itm/EGYPTIAN-HIEROGLYPHIC-SHABTI-LATE-PERIOD-664-332-BC-6/312338957532?hash=item48b8da44dc%3Ag%3AF9MAAOSwmDBb%7ED9i&LH_Auction=1
2019-01-07 00:00:00,"Sold  Jan 7, 2019 LOW OUTBID !! Rare Viking bronze Twisted RING 9-11 AD Kievan Rus",51.0,Morocco,Viking,?,https://www.ebay.com/itm/LOW-OUTBID-Rare-Viking-bronze-Twisted-RING-9-11-AD-Kievan-Rus/173712566079?hash=item287213673f%3Ag%3A3I8AAOSwJ3RcJurC&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 CELTIC BRONZE ZOOMORPHIC HORSE ARTIFACT",13.1,United States,Celt,?,https://www.ebay.com/itm/CELTIC-BRONZE-ZOOMORPHIC-HORSE-ARTIFACT/202499206235?hash=item2f25e4ac5b%3Ag%3AcNwAAOSwYj9b6JAR&LH_Auction=1
2019-01-13 00:00:00,"Sold  Jan 13, 2019 2744	Ancient Byzantine bronze ring with a blue glass 17 mm",12.91,United Kingdom,Byzantine,?,https://www.ebay.com/itm/2744-Ancient-Byzantine-bronze-ring-with-a-blue-glass-17-mm/183619080145?hash=item2ac08ccfd1%3Ag%3AxZcAAOSw4ohcLj3t&LH_Auction=1
2019-01-05 00:00:00,"Sold  Jan 5, 2019 VERY RARE ANCIENT NEAR EASTERN CARNELIAN CYLINDER SEAL 300 BC (1)",16.79,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-ANCIENT-NEAR-EASTERN-CARNELIAN-CYLINDER-SEAL-300-BC-1/312408780945?hash=item48bd03b091%3Ag%3AmFwAAOSwhrpcKjRv&LH_Auction=1
2018-12-11 00:00:00,"Sold  Dec 11, 2018  ANCIENT ROMAN LEGIONARY BRONZE RING--'LEGIO IV'--DETECTOR FIND",58.08,United Kingdom,Roman,?,https://www.ebay.com/itm/ANCIENT-ROMAN-LEGIONARY-BRONZE-RING-LEGIO-IV-DETECTOR-FIND/352535555880?hash=item5214c1af28%3Ag%3AXhAAAOSwQ9lcBvIL&LH_Auction=1
2019-01-19 00:00:00,"Sold  Jan 19, 2019 Rare Unique Stunning Ancient Silver Viking Twisted Ring C 8th / 11th.cent AD.",6.5,Bulgaria,Viking,?,https://www.ebay.com/itm/Rare-Unique-Stunning-Ancient-Silver-Viking-Twisted-Ring-C-8th-11th-cent-AD/173737342931?hash=item28738d77d3%3Ag%3AzVMAAOSw6EpcOki6&LH_Auction=1
