Object,Price,Location,Link
"Sold  May 1, 2019 Ancient Egyptian Faience Mummy Bead Strand Artifact Clay.",$49.95,"Dallas, Texas, United States",https://www.ebay.com/itm/Ancient-Egyptian-Faience-Mummy-Bead-Strand-Artifact-Clay/323785024348?hash=item4b6317635c%3Ag%3AMmUAAOSwZFJcvLCQ&LH_Auction=1
"Sold  May 1, 2019 Large Ancient Egyptian Black Glaze Pharaoh bust 350bc",$1.30,"Didcot, United Kingdom",https://www.ebay.com/itm/Large-Ancient-Egyptian-Black-Glaze-Pharaoh-bust-350bc/143227423852?hash=item2159050c6c%3Ag%3AR%7EIAAOSwZFJcwKL%7E&LH_Auction=1
"Sold  May 1, 2019 Rare Ancient Egyptian Faience Shabti 350 bc",$94.46,"staines, Middlesex, United Kingdom",https://www.ebay.com/itm/Rare-Ancient-Egyptian-Faience-Shabti-350-bc/143227419205?hash=item215904fa45%3Ag%3AxtwAAOSw5SlcwKHY&LH_Auction=1
"Sold  May 1, 2019 Rare Ancient Egyptian blue Faience glazed bust 350 bc",$27.55,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-Ancient-Egyptian-blue-Faience-glazed-bust-350-bc/143227412394?hash=item215904dfaa%3Ag%3AAtoAAOSwmphcwJ8i&LH_Auction=1
"Sold  May 1, 2019 Egyptian Bronze Statuette 200bc",$24.34,,
"Sold  May 1, 2019 Egyptian Bronze Statuette 200bc",$16.40,,
"Sold  May 1, 2019 Rare Large Ancient Terracotta Ushabti Shabti 300 Bc",$62.97,,
"Sold  May 1, 2019 Rare Ancient Egyptian Sitting Statue 250bc",$38.05,"Didcot, United Kingdom",https://www.ebay.com/itm/Rare-Ancient-Egyptian-Sitting-Statue-250bc/143227398013?hash=item215904a77d%3Ag%3Agj0AAOSwCrtcwJ0U&LH_Auction=1
"Sold  May 1, 2019 Rare Ancient Egyptian Canoptic Vase 250 Bc",$27.55,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-Ancient-Egyptian-Canoptic-Vase-250-Bc/143227396187?hash=item215904a05b%3Ag%3AGc8AAOSw82lcwJxp&LH_Auction=1
"Sold  May 1, 2019 Ancient egyptian black glazed cat 350 bc",$61.66,,
"Sold  May 1, 2019 Very rare ancient blue faience  Egyptian cat amulet , 300 bc",$22.30,"Uk, United Kingdom",https://www.ebay.com/itm/Very-rare-ancient-blue-faience-Egyptian-cat-amulet-300-bc/254211900065?hash=item3b3035c2a1%3Ag%3AqLMAAOSwrX1cnLlr&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian amulet , 300 bc",$22.30,"Kitchener, Ontario, Canada",https://www.ebay.com/itm/Rare-ancient-Egyptian-amulet-300-bc/264298889225?hash=item3d89710009%3Ag%3A63UAAOSwOsdcwsdI&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue Animal amulet, 300 bc",$13.77,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-Animal-amulet-300-bc/254211850640?hash=item3b30350190%3Ag%3Ad2MAAOSwpmhcwub7&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue faience Shabti , c664-332 bc .",$30.17,"Didcot, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-faience-Shabti-c664-332-bc/264299009831?hash=item3d8972d727%3Ag%3AEcMAAOSwE0hcwuYj&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian alabasta  faience book reader c945-715 bc .",$72.15,"staines, Middlesex, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-alabasta-faience-book-reader-c945-715-bc/254211837394?hash=item3b3034cdd2%3Ag%3ATqAAAOSw6jJcwuTY&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian brown glazed shabti with hieroglyphics, 300 bc",$34.11,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-brown-glazed-shabti-with-hieroglyphics-300-bc/254211829521?hash=item3b3034af11%3Ag%3AUrYAAOSwHOlcwuPb&LH_Auction=1
"Sold  May 1, 2019 Rare Large Ancient Egyptian Winged Scarab Beetle. 664/332BC",$44.60,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-Large-Ancient-Egyptian-Winged-Scarab-Beetle-664-332BC/254211828407?hash=item3b3034aab7%3Ag%3A5zIAAOSw3KNcwuM9&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue faience ushabti shabti with hieroglyphics, 1000BC",$40.67,"staines, Middlesex, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-faience-ushabti-shabti-with-hieroglyphics-1000BC/254211766903?hash=item3b3033ba77%3Ag%3An2IAAOSw%7E-ZcwtCK&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue cat amulet, 300 bc",$11.15,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-cat-amulet-300-bc/264298995682?hash=item3d89729fe2%3Ag%3AorwAAOSwW9NcwuHM&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue glazed scarab beetle with hieroglyphics 300 bc",$25.58,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-glazed-scarab-beetle-with-hieroglyphics-300-bc/254211823027?hash=item3b303495b3%3Ag%3A6BYAAOSws3pcwuDa&LH_Auction=1
"Sold  May 1, 2019 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC",$30.83,,
