Date,Object,Price,Location,Category,Link
2018-11-26 00:00:00,"Sold  Nov 26, 2018 Roman silver trumpet brooch",31.0,Slovakia,roman,https://www.ebay.com/itm/Roman-silver-trumpet-brooch/292824070660?hash=item442dacba04%3Ag%3ADN0AAOSwXx9b8uw6&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 Lot of 5 Roman and Celtic brooch",36.0,United Kingdom,celt,https://www.ebay.com/itm/Lot-of-5-Roman-and-Celtic-brooch/302998799070?hash=item468c22c2de%3Ag%3Ag0wAAOSwZtRcFiKR&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 Roman silver child brooch",20.5,Slovakia,roman,https://www.ebay.com/itm/Roman-silver-child-brooch/292845407041?hash=item442ef24b41%3Ag%3AblwAAOSwsupcBD9H&LH_Auction=1
2018-12-02 00:00:00,"Sold  Dec 2, 2018 LUNAR FERTILITY ROMAN PENDANT EARRING",0.99,Bosnia and Herzegovina,roman,https://www.ebay.com/itm/LUNAR-FERTILITY-ROMAN-PENDANT-EARRING/273579460221?hash=item3fb29b467d%3Ag%3AeMYAAOSwZtRb-xYY&LH_Auction=1
2018-12-12 00:00:00,"Sold  Dec 12, 2018 34# Old Rare Antique Islamic / Oriental / African Tuareg Dagger",31.0,Germany,islamic,https://www.ebay.com/itm/34-Old-Rare-Antique-Islamic-Oriental-African-Tuareg-Dagger/163409959471?hash=item260bfe1a2f%3Ag%3AwmYAAOSw7OdcA7kr&LH_Auction=1
2018-10-21 00:00:00,"Sold  Oct 21, 2018 ** BIRD ** CELTIC THRACE BRONZE FIBULA  ** AMAZING  BROOCH ** RARE !",34.03,Serbia,celt,https://www.ebay.com/itm/BIRD-CELTIC-THRACE-BRONZE-FIBULA-AMAZING-BROOCH-RARE/153218887355?hash=item23ac8eaebb%3Ag%3AywgAAOSwUxlbw6Ki&LH_Auction=1
2018-11-07 00:00:00,"Sold  Nov 7, 2018 Roman signet ring with intaglio #2",32.4,Germany,roman,https://www.ebay.com/itm/Roman-signet-ring-with-intaglio-2/292797400205?hash=item442c15c48d%3Ag%3AEQcAAOSwaPpb2gvh&LH_Auction=1
2018-12-05 00:00:00,"Sold  Dec 5, 2018 Roman High Grade Agate Stone King Face Intagilo Old Silver Huge Ring  # S 9Us",15.0,United States,roman,https://www.ebay.com/itm/Roman-High-Grade-Agate-Stone-King-Face-Intagilo-Old-Silver-Huge-Ring-S-9Us/223252534016?hash=item33fae35300%3Ag%3AQz4AAOSw6Tdb10Iz&LH_Auction=1
2019-01-16 00:00:00,"Sold  Jan 16, 2019 ANCIENT IRON CELTIC AXE",20.5,Ukraine,celt,https://www.ebay.com/itm/ANCIENT-IRON-CELTIC-AXE/183628500502?hash=item2ac11c8e16%3Ag%3AXG4AAOSw%7EHFcNjul&LH_Auction=1
2018-12-02 00:00:00,"Sold  Dec 2, 2018 beautiful CELTIC DECORATED HAIR PIN",4.99,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/beautiful-CELTIC-DECORATED-HAIR-PIN/273579400707?hash=item3fb29a5e03%3Ag%3AYkcAAOSwzXJb-wwo&LH_Auction=1
2018-10-25 00:00:00,"Sold  Oct 25, 2018 antique silver Ottoman arabic islamic calligraphy divid kullumare tughra turkish",560.0,Bulgaria,islamic,https://www.ebay.com/itm/antique-silver-Ottoman-arabic-islamic-calligraphy-divid-kullumare-tughra-turkish/123428204171?hash=item1cbce4ee8b%3Ag%3AI%7EIAAOSwAvpbpo4J&LH_Auction=1
2019-01-07 00:00:00,"Sold  Jan 7, 2019 PRE-HISTORIC POTTERY HEADS (AUTHENTIC)  #5 of 5",52.0,,pre-historic,
2018-11-07 00:00:00,"Sold  Nov 7, 2018 36# Old Rare Antique Islamic Yemen / Ottoman / Persian Powder Horn Flask",92.5,Germany,islamic,https://www.ebay.com/itm/36-Old-Rare-Antique-Islamic-Yemen-Ottoman-Persian-Powder-Horn-Flask/163339950107?hash=item2607d1d81b%3Ag%3AnT0AAOSwNptb1RK4&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 LOT OF 10 ANCIENT CELTIC BRONZE PROTO COINS RING MONEY",9.07,Ukraine,celt,https://www.ebay.com/itm/LOT-OF-10-ANCIENT-CELTIC-BRONZE-PROTO-COINS-RING-MONEY/392160736807?hash=item5b4e99f627%3Ag%3Ao6IAAOSwTDpb1hfZ&LH_Auction=1
2018-10-29 00:00:00,"Sold  Oct 29, 2018 SUPERB 151 mm LONG BRONZE AGE DECORATED SOCKET AX AXE HEAD - 1200 BC",93.0,Bosnia and Herzegovina,bronze age,https://www.ebay.com/itm/SUPERB-151-mm-LONG-BRONZE-AGE-DECORATED-SOCKET-AX-AXE-HEAD-1200-BC/132829526050?hash=item1eed41b822%3Ag%3Ap2cAAOSwsGpbzijd&LH_Auction=1
2018-11-30 00:00:00,"Sold  Nov 30, 2018 Natural Persian Islamic Sharf-ul-shams Carnelian ring 7.09-gm sizes us:10",9.99,United States,islamic,https://www.ebay.com/itm/Natural-Persian-Islamic-Sharf-ul-shams-Carnelian-ring-7-09-gm-sizes-us-10/202513066520?hash=item2f26b82a18%3Ag%3A8LEAAOSwkVVbVNsF&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 ANCIENT CELTIC BRONZE SOLAR DECORATION AMULET  - 200/100 BC - WEARABLE",1.0,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-SOLAR-DECORATION-AMULET-200-100-BC-WEARABLE/132871946642?hash=item1eefc90192%3Ag%3AgVAAAOSwPrtb6EFg&LH_Auction=1
2018-10-20 00:00:00,"Sold  Oct 20, 2018 5 Ancient Celtic Glass Beads Celts VERY RARE!  TOP !!",28.5,Germany,celt,https://www.ebay.com/itm/5-Ancient-Celtic-Glass-Beads-Celts-VERY-RARE-TOP/142976241739?hash=item214a0c504b%3Ag%3A4R4AAOSwCnVbxL1A&LH_Auction=1
2019-01-13 00:00:00,"Sold  Jan 13, 2019 EVIL EYE BRONZE CELTIC APPLIQUE",1.99,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/EVIL-EYE-BRONZE-CELTIC-APPLIQUE/273643038798?hash=item3fb665684e%3Ag%3ABPgAAOSwgzBcKShC&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018 CELTIC BRONZE SOCK APPLIQUE NET",0.99,,celt,
2018-11-07 00:00:00,"Sold  Nov 7, 2018 Islamic old seal kufic old inscript seal pure silver ring",19.0,Thailand,islamic,https://www.ebay.com/itm/Islamic-old-seal-kufic-old-inscript-seal-pure-silver-ring/123465794446?hash=item1cbf22838e%3Ag%3AY7UAAOSwNp1b3I89&LH_Auction=1
2018-11-22 00:00:00,"Sold  Nov 22, 2018 VERY FINE ISLAMIC CAIROWARE OTTOMAN SILVER INLAID MAMLUK REVIVAL INCENSE BURNER",676.0,Jordan,islamic,https://www.ebay.com/itm/VERY-FINE-ISLAMIC-CAIROWARE-OTTOMAN-SILVER-INLAID-MAMLUK-REVIVAL-INCENSE-BURNER/123492207739?hash=item1cc0b58c7b%3Ag%3AmSgAAOSwdzhb7fbB&LH_Auction=1
2018-11-06 00:00:00,"Sold  Nov 6, 2018 Islamic Oil Lamp - Lovely Turquoise Blue Glaze 7th-12th Century",104.95,United States,islamic,https://www.ebay.com/itm/Islamic-Oil-Lamp-Lovely-Turquoise-Blue-Glaze-7th-12th-Century/223210250715?hash=item33f85e21db%3Ag%3AZyAAAOSw6Tdbn3%7EO&LH_Auction=1
2018-11-03 00:00:00,"Sold  Nov 3, 2018  Yataghan dagger Russian shashka caucasian dirk  sword - Ottoman empire  Turkey",128.45,,islamic,
2018-11-26 00:00:00,"Sold  Nov 26, 2018 Roman zoomorphic brooch",31.0,United Kingdom,roman,https://www.ebay.com/itm/Roman-zoomorphic-brooch/302964667230?hash=item468a19f35e%3Ag%3AIC4AAOSw5UFb8upL&LH_Auction=1
2018-12-21 00:00:00,"Sold  Dec 21, 2018 Sword of the Viking. The Vikings. Combat Sword. 86 cm",856.0,Germany,viking,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Combat-Sword-86-cm/273611184251?hash=item3fb47f587b%3Ag%3A0moAAOSwB19b9KQS&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 Natural Persian Islamic Evil eye Banded Carnelian ring  ring 7.67-gm us:7.5",9.99,United States,islamic,https://www.ebay.com/itm/Natural-Persian-Islamic-Evil-eye-Banded-Carnelian-ring-ring-7-67-gm-us-7-5/202492671052?hash=item2f2580f44c%3Ag%3AQyIAAOSwRDpb39Pb&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018  Yemani Rare Old Agate Stone With Wonderful Writing Kursi Ayatul Quran Holy",18.99,Thailand,islamic,https://www.ebay.com/itm/Yemani-Rare-Old-Agate-Stone-With-Wonderful-Writing-Kursi-Ayatul-Quran-Holy/323560583460?hash=item4b55b6b124%3Ag%3A2XQAAOSwwqVb9Ag2&LH_Auction=1
2018-12-22 00:00:00,"Sold  Dec 22, 2018 Antique khanjar engraved silver plated copper arabic jambiya islamic moroccan",202.5,,islamic,
2018-11-27 00:00:00,"Sold  Nov 27, 2018 Celtic heavy Bronze druids amulet.Metal detector find",7.0,United States,celt,https://www.ebay.com/itm/Celtic-heavy-Bronze-druids-amulet-Metal-detector-find/352526384187?hash=item521435bc3b%3Ag%3AM-UAAOSwt%7E1b-WXv&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 Celtic brooches",15.5,Bulgaria,celt,https://www.ebay.com/itm/Celtic-brooches/303019984579?hash=item468d6606c3%3Ag%3AjqAAAOSwJBZcMQ%7EQ&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 ANCIENT CELTIC ROMAN BRONZE HAIR - DRESS PIN WITH SOLAR DECORATIONS - RARE",23.0,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/ANCIENT-CELTIC-ROMAN-BRONZE-HAIR-DRESS-PIN-WITH-SOLAR-DECORATIONS-RARE/132871979266?hash=item1eefc98102%3Ag%3AkMUAAOSwzc1bsLwD&LH_Auction=1
2018-12-31 00:00:00,"Sold  Dec 31, 2018 Antique Islamic Dagger Knife",28.0,Germany,islamic,https://www.ebay.com/itm/Antique-Islamic-Dagger-Knife/292888523154?hash=item4431843192%3Ag%3AXckAAOSws2Rb4Lf9&LH_Auction=1
2019-01-09 00:00:00,"Sold  Jan 9, 2019 Lot 6 Ancient celtic bronze ring money proto coin circa 500 BC",10.0,Ukraine,celt,https://www.ebay.com/itm/Lot-6-Ancient-celtic-bronze-ring-money-proto-coin-circa-500-BC/173719804720?hash=item287281db30%3Ag%3AiXMAAOSwb15cLM4n&LH_Auction=1
2018-12-19 00:00:00,"Sold  Dec 19, 2018 15th- 16th Century Arabic very interesting manuscript Islamic Unique RARE N R",63.0,,islamic,
2018-12-05 00:00:00,"Sold  Dec 5, 2018 Ancient islamic  agate kufic inscription seal",19.0,Thailand,islamic,https://www.ebay.com/itm/Ancient-islamic-agate-kufic-inscription-seal/123516156417?hash=item1cc222fa01%3Ag%3Am1AAAOSwmDBb12E1&LH_Auction=1
2018-12-02 00:00:00,"Sold  Dec 2, 2018 PERSIA, NISHAPUR POTTERY BOWL, 12-13th CENTURY AD , FLOWER PATTERN , INTACT",19.99,United Kingdom,islamic,https://www.ebay.com/itm/PERSIA-NISHAPUR-POTTERY-BOWL-12-13th-CENTURY-AD-FLOWER-PATTERN-INTACT/302966783455?hash=item468a3a3ddf%3Ag%3A1cAAAOSwapdb9SS6&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 *SC*RARE PRE-COLUMBIAN WHISTLE IN THE SHAPE OF AN ARMADILLO!!",305.0,Denmark,america,https://www.ebay.com/itm/SC-RARE-PRE-COLUMBIAN-WHISTLE-IN-THE-SHAPE-OF-AN-ARMADILLO/223204169972?hash=item33f80158f4%3Ag%3AjqwAAOSwA65b0jyR&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 Antique Islamic Silver Mounted Curved Blade Moroccan Koummya Dagger",51.0,United States,islamic,https://www.ebay.com/itm/Antique-Islamic-Silver-Mounted-Curved-Blade-Moroccan-Koummya-Dagger/264021849172?hash=item3d78edb454%3Ag%3AmTUAAOSwdmlb3fz9&LH_Auction=1
2018-11-09 00:00:00,"Sold  Nov 9, 2018 A292, Celtic style bronze ring money.",13.0,Bulgaria,celt,https://www.ebay.com/itm/A292-Celtic-style-bronze-ring-money/232993240743?hash=item363f7ab6a7%3Ag%3AbekAAOSwKEFbx3Pi&LH_Auction=1
2019-01-01 00:00:00,"Sold  Jan 1, 2019 Old Islamic Inscription Khorasan Persian Big Ceramic Bowl With Bird hunting Fish",71.0,Thailand,islamic,https://www.ebay.com/itm/Old-Islamic-Inscription-Khorasan-Persian-Big-Ceramic-Bowl-With-Bird-hunting-Fish/153316834333?hash=item23b2653c1d%3Ag%3AGXYAAOSwzwVcIlk%7E&LH_Auction=1
2018-10-20 00:00:00,"Sold  Oct 20, 2018 Taino Marble Full Figure Pendant Of Solenodon. PreColumbian",150.0,United States,america,https://www.ebay.com/itm/Taino-Marble-Full-Figure-Pendant-Of-Solenodon-PreColumbian/263986662841?hash=item3d76d4cdb9%3Ag%3AyqkAAOSwo7ZbwKFf&LH_Auction=1
2018-12-26 00:00:00,"Sold  Dec 26, 2018 Medieval? Pendant Amulet Talisman Silver? Middle East Islamic Holy Allah Coin",12.5,United States,islamic,https://www.ebay.com/itm/Medieval-Pendant-Amulet-Talisman-Silver-Middle-East-Islamic-Holy-Allah-Coin/273618666606?hash=item3fb4f1846e%3Ag%3AB8QAAOSwLeFcGwEW&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 Mahmûd II, 1223-1255 H./1808-1839 AD. ISLAMIC OTTOMAN GOLD COIN 0.81g - 002",64.9,,islamic,
2019-01-02 00:00:00,"Sold  Jan 2, 2019 ANTIQUE ISLAMIC RING OTTOMAN BRONZE VINTAGE TURKISH خاتم تركي !!!!!!!!",0.99,,islamic,
2018-12-09 00:00:00,"Sold  Dec 9, 2018 ANCIENT CELTIC BILON SILVER PENDANT AMULET - 300/200 BC - RARE!",8.5,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/ANCIENT-CELTIC-BILON-SILVER-PENDANT-AMULET-300-200-BC-RARE/132871923854?hash=item1eefc8a88e%3Ag%3AnRUAAOSwV45bv4Cg&LH_Auction=1
2019-01-10 00:00:00,"Sold  Jan 10, 2019 INTERESTING ANTIQUE PERSIAN QAJAR DYNASTY TIN GLAZED BOTTLE VASE WITH RABBITS NR",91.0,United States,islamic,https://www.ebay.com/itm/INTERESTING-ANTIQUE-PERSIAN-QAJAR-DYNASTY-TIN-GLAZED-BOTTLE-VASE-WITH-RABBITS-NR/254051926245?hash=item3b26acc0e5%3Ag%3AgGEAAOSwxrJcLlyh&LH_Auction=1
2018-12-02 00:00:00,"Sold  Dec 2, 2018 ** CROSS ** ANCIENT CELTIC  SILVERE PENDANT!!!",170.5,Ukraine,celt,https://www.ebay.com/itm/CROSS-ANCIENT-CELTIC-SILVERE-PENDANT/153277521216?hash=item23b00d5d40%3Ag%3A9fMAAOSwQH5b-xzm&LH_Auction=1
2019-01-16 00:00:00,"Sold  Jan 16, 2019 ANCIENT IRON CELTIC AXE #2",17.5,Ukraine,celt,https://www.ebay.com/itm/ANCIENT-IRON-CELTIC-AXE-2/183628502826?hash=item2ac11c972a%3Ag%3AmtAAAOSwvapcNjwg&LH_Auction=1
2019-01-06 00:00:00,"Sold  Jan 6, 2019 SILVER LARGE LA TENE CELTIC TYPE BROOCH / FIBULA",19.99,Italy,celt,https://www.ebay.com/itm/SILVER-LARGE-LA-TENE-CELTIC-TYPE-BROOCH-FIBULA/273632474869?hash=item3fb5c436f5%3Ag%3A50AAAOSwXgxcKR2J&LH_Auction=1
2018-12-12 00:00:00,"Sold  Dec 12, 2018 15# Old Rare Islamic Yemeni Silver Dagger Jambiya Khanjar Jewish, Signed Hebrew",504.99,,islamic,
2018-12-13 00:00:00,"Sold  Dec 13, 2018 European Bronze Age sickle. Unusual shape From point to tang end 8 1/2""",70.0,United States,bronze age,https://www.ebay.com/itm/European-Bronze-Age-sickle-Unusual-shape-From-point-to-tang-end-8-1-2/123534856580?hash=item1cc3405184%3Ag%3AT-kAAOSwXgxcBIcY&LH_Auction=1
2018-11-22 00:00:00,"Sold  Nov 22, 2018 Antique Ottoman Empire Yataghan Yatagan Handmade Engraved Blade 19 Cen Sword",567.0,Bulgaria,islamic,https://www.ebay.com/itm/Antique-Ottoman-Empire-Yataghan-Yatagan-Handmade-Engraved-Blade-19-Cen-Sword/173636717210?hash=item286d8e0a9a%3Ag%3AR2QAAOSwiHZbI80e&LH_Auction=1
2018-11-14 00:00:00,"Sold  Nov 14, 2018 ANCIENT BRONZE EARLY CELTIC AXE #2",60.0,Ukraine,celt,https://www.ebay.com/itm/ANCIENT-BRONZE-EARLY-CELTIC-AXE-2/183523969858?hash=item2abae18b42%3Ag%3AxTUAAOSw4xpb4yim&LH_Auction=1
2018-10-21 00:00:00,"Sold  Oct 21, 2018 Celtic Bronze Axe Shaped Amulet Pendant",17.99,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/Celtic-Bronze-Axe-Shaped-Amulet-Pendant/273511212794?hash=item3fae89e6fa%3Ag%3AZ3sAAOSwLztbYKlt&LH_Auction=1
2018-11-07 00:00:00,"Sold  Nov 7, 2018 53# Old Rare Antique Islamic Ottoman / Balkan / Russian Iron Knife Dagger Iron",182.5,Germany,islamic,https://www.ebay.com/itm/53-Old-Rare-Antique-Islamic-Ottoman-Balkan-Russian-Iron-Knife-Dagger-Iron/163340054309?hash=item2607d36f25%3Ag%3AwlAAAOSwDAdb1Snv&LH_Auction=1
2018-10-26 00:00:00,"Sold  Oct 26, 2018 Gold gilded old ring with beautiful Islamic yemani red agate stone",20.5,,islamic,
2018-11-15 00:00:00,"Sold  Nov 15, 2018 Beautiful Old Silver Afghan Vintage Wonderful Ring With Black Agate Stone  # RS4",15.5,Thailand,islamic,https://www.ebay.com/itm/Beautiful-Old-Silver-Afghan-Vintage-Wonderful-Ring-With-Black-Agate-Stone-RS4/223218773746?hash=item33f8e02ef2%3Ag%3A6jkAAOSwXHxb4HTP&LH_Auction=1
2019-01-16 00:00:00,"Sold  Jan 16, 2019 ANCIENT IRON CELTIC TOOL",9.0,Slovakia,celt,https://www.ebay.com/itm/ANCIENT-IRON-CELTIC-TOOL/183628504273?hash=item2ac11c9cd1%3Ag%3ABs4AAOSwqkRcNjxm&LH_Auction=1
2019-01-14 00:00:00,"Sold  Jan 14, 2019 Very Old Islamic Holy name writing Lapis lazuli stone Amulet     # 8G",20.0,Bulgaria,islamic,https://www.ebay.com/itm/Very-Old-Islamic-Holy-name-writing-Lapis-lazuli-stone-Amulet-8G/283333345803?hash=item41f7fbc20b%3Ag%3AuHAAAOSwlINcNjnH&LH_Auction=1
2018-11-21 00:00:00,"Sold  Nov 21, 2018 Antique Persian/ Middle-East Brass-Copper Dallah Coffee Pot- Hand Hammered",760.0,United States,islamic,https://www.ebay.com/itm/Antique-Persian-Middle-East-Brass-Copper-Dallah-Coffee-Pot-Hand-Hammered/192724179810?hash=item2cdf419b62%3Ag%3AsgAAAOSwMxJb7KsV&LH_Auction=1
2018-11-08 00:00:00,"Sold  Nov 8, 2018 Antique Middle Eastern Brass Arabic Tray with Calligraphy 20 inches diameter.",21.01,United States,islamic,https://www.ebay.com/itm/Antique-Middle-Eastern-Brass-Arabic-Tray-with-Calligraphy-20-inches-diameter/153241836559?hash=item23adecdc0f%3Ag%3Ay1EAAOSwqDBbnDSU&LH_Auction=1
2018-11-20 00:00:00,"Sold  Nov 20, 2018 Antique Authentic Old Ottoman Empire Turkish Islamic Silver Ring",30.0,Bulgaria,islamic,https://www.ebay.com/itm/Antique-Authentic-Old-Ottoman-Empire-Turkish-Islamic-Silver-Ring/183534639491?hash=item2abb845983%3Ag%3AoWAAAOSw9%7ERb61H6&LH_Auction=1
2018-10-22 00:00:00,"Sold  Oct 22, 2018  key Indicates to Ottoman Empire Of bronze Old and rare",5.5,Turkey,islamic,https://www.ebay.com/itm/key-Indicates-to-Ottoman-Empire-Of-bronze-Old-and-rare/142978876769?hash=item214a348561%3Ag%3AtcMAAOSwtBZbx20j&LH_Auction=1
2018-11-16 00:00:00,"Sold  Nov 16, 2018 Eastern, Arabic, Islamic,  bowl is very rare. Museum rarity. 18/19 centur",405.0,Russia,islamic,https://www.ebay.com/itm/Eastern-Arabic-Islamic-bowl-is-very-rare-Museum-rarity-18-19-centur/264027063458?hash=item3d793d44a2%3Ag%3AWO4AAOSw4fZbWzJL&LH_Auction=1
2018-11-03 00:00:00,"Sold  Nov 3, 2018 Ancient Roman /Byzantine Cross Pendant (2 pcs)",11.5,Republic of,byzantine,https://www.ebay.com/itm/Ancient-Roman-Byzantine-Cross-Pendant-2-pcs/352499472694?hash=item52129b1936%3Ag%3ARwMAAOSwjZlb1Mq6&LH_Auction=1
2018-11-05 00:00:00,"Sold  Nov 5, 2018 1890 Antique Ottoman dagger Bayonet Crescent and Star  etched Jambiya N Sword",17.5,,islamic,
2018-11-01 00:00:00,"Sold  Nov 1, 2018 ANCIENT CELTIC BRONZE I AD FIBULA WOLF - RARE !",7.5,Serbia,celt,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-I-AD-FIBULA-WOLF-RARE/163335449282?hash=item26078d2ac2%3Ag%3A81YAAOSwpsBb0iGa&LH_Auction=1
2018-10-24 00:00:00,"Sold  Oct 24, 2018 ANTIQUE VINTAGE ISLAMIC BRACELET BRONZE TURKISH ARABIAN!!!!!!!",2.25,Algeria,islamic,https://www.ebay.com/itm/ANTIQUE-VINTAGE-ISLAMIC-BRACELET-BRONZE-TURKISH-ARABIAN/163315271049?hash=item2606594589%3Ag%3AdI8AAOSwMuZbw5dI&LH_Auction=1
2018-12-07 00:00:00,"Sold  Dec 7, 2018 *SC*LOT OF THREE FINE PRE-COLUMBIAN POTTERY AND STONE ANTIQUITIES!",50.0,Denmark,america,https://www.ebay.com/itm/SC-LOT-OF-THREE-FINE-PRE-COLUMBIAN-POTTERY-AND-STONE-ANTIQUITIES/223257683490?hash=item33fb31e622%3Ag%3AQeIAAOSwkjJb%7EcEj&LH_Auction=1
2019-01-14 00:00:00,"Sold  Jan 14, 2019 Antique Persian Khorasan Rare Holy Places Pottery Bowl #sr004",15.51,Thailand,islamic,https://www.ebay.com/itm/Antique-Persian-Khorasan-Rare-Holy-Places-Pottery-Bowl-sr004/153331997002?hash=item23b34c994a%3Ag%3AWOwAAOSwZelcM69C&LH_Auction=1
2018-11-19 00:00:00,"Sold  Nov 19, 2018 Antique Russian Neillo 84 Silver Belt Buckle with Belt and Decorations C 1900",62.0,United States,russian,https://www.ebay.com/itm/Antique-Russian-Neillo-84-Silver-Belt-Buckle-with-Belt-and-Decorations-C-1900/173637378543?hash=item286d9821ef%3Ag%3AuicAAOSwhJFb6dxv&LH_Auction=1
2018-12-03 00:00:00,"Sold  Dec 3, 2018 Scythian ritual sword / saber. Ritual sword murder.",300.0,Germany,celt,https://www.ebay.com/itm/Scythian-ritual-sword-saber-Ritual-sword-murder/273575678866?hash=item3fb2619392%3Ag%3ATfQAAOSwl89b-Bkb&LH_Auction=1
2019-01-04 00:00:00,"Sold  Jan 4, 2019 Pair of Pre-Columbian  Mayan Jadeite  Water Lily  Ear Spools Ear Flares",200.0,,america,
2018-11-04 00:00:00,"Sold  Nov 4, 2018 > EROTIC / FERTILITY Ancient Roman  SILVER AMULET , PENDANT <",203.5,,roman,
2018-11-26 00:00:00,"Sold  Nov 26, 2018 Lot of 5 Roman and Barbarian ethnic brooch",35.0,United Kingdom,roman,https://www.ebay.com/itm/Lot-of-5-Roman-and-Barbarian-ethnic-brooch/292824096403?hash=item442dad1e93%3Ag%3AnoQAAOSwYYpb8vA-&LH_Auction=1
2018-11-23 00:00:00,"Sold  Nov 23, 2018 CELTIC MASK SHIELD BRONZE PENDANT",0.99,United Kingdom,celt,https://www.ebay.com/itm/CELTIC-MASK-SHIELD-BRONZE-PENDANT/153263222129?hash=item23af332d71%3Ag%3As7cAAOSwbetb7q%7Es&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018 Green Rare Old Agate Stone With Wonderful Writing Holy Quran Verses Dua Prayer",31.0,Thailand,islamic,https://www.ebay.com/itm/Green-Rare-Old-Agate-Stone-With-Wonderful-Writing-Holy-Quran-Verses-Dua-Prayer/323560574686?hash=item4b55b68ede%3Ag%3AQ5IAAOSwI%7EVb45Th&LH_Auction=1
2018-12-26 00:00:00,"Sold  Dec 26, 2018 Rare Middle Eastern Stone Intaglio Silver? Signet Ring Ancient Islamic Antique",16.5,United States,islamic,https://www.ebay.com/itm/Rare-Middle-Eastern-Stone-Intaglio-Silver-Signet-Ring-Ancient-Islamic-Antique/273618772740?hash=item3fb4f32304%3Ag%3APDwAAOSw6X1b-EXo&LH_Auction=1
2019-01-16 00:00:00,"Sold  Jan 16, 2019  islamic  Wall Kaba Textile  All Hand Waving Black Color",99.0,Canada,islamic,https://www.ebay.com/itm/islamic-Wall-Kaba-Textile-All-Hand-Waving-Black-Color/264131008487?hash=item3d7f6f57e7%3Ag%3AeQwAAOSw0NVbtvZm&LH_Auction=1
2018-11-22 00:00:00,"Sold  Nov 22, 2018 ** AMAZING **  OTTOMAN EMPIRE SILVER RING",5.6,,islamic,
2018-11-04 00:00:00,"Sold  Nov 4, 2018 Rare Antique Kaskara Broad Sword Inscribed Thuluth Islamic Persian Arab Shamshir",430.0,United States,islamic,https://www.ebay.com/itm/Rare-Antique-Kaskara-Broad-Sword-Inscribed-Thuluth-Islamic-Persian-Arab-Shamshir/302933809634?hash=item46884319e2%3Ag%3At7sAAOSw1Tdb0gYj&LH_Auction=1
2018-11-07 00:00:00,"Sold  Nov 7, 2018 Lot of 5 roman intact brooches",40.8,Austria,roman,https://www.ebay.com/itm/Lot-of-5-roman-intact-brooches/302941329054?hash=item4688b5d69e%3Ag%3AwNIAAOSw-pNb2g4L&LH_Auction=1
2018-11-21 00:00:00,"Sold  Nov 21, 2018 Antique 1880s Italian Cantangalli Iznik Islamic Style Pottery Plate Dish 6” Size",74.87,,islamic,
2018-10-21 00:00:00,"Sold  Oct 21, 2018 roman composite brooch / fibula",6.5,United Kingdom,roman,https://www.ebay.com/itm/roman-composite-brooch-fibula/292771714447?hash=item442a8dd58f%3Ag%3AExIAAOSwe%7EBbw4jg&LH_Auction=1
2018-12-25 00:00:00,"Sold  Dec 25, 2018 Old Omani Jambiya Knife/Dagger Oman with silver sections Arabic Knife Khnajar",139.5,Sweden,islamic,https://www.ebay.com/itm/Old-Omani-Jambiya-Knife-Dagger-Oman-with-silver-sections-Arabic-Knife-Khnajar/123552128888?hash=item1cc447df78%3Ag%3AJvMAAOSwnh5cGTqk&LH_Auction=1
2018-11-07 00:00:00,"Sold  Nov 7, 2018  Yamani Rare Old Agate Stone With Wonderful Writing Holy Quran Verses Kursi Ayat",16.99,Thailand,islamic,https://www.ebay.com/itm/Yamani-Rare-Old-Agate-Stone-With-Wonderful-Writing-Holy-Quran-Verses-Kursi-Ayat/323530529561?hash=item4b53ec1b19%3Ag%3AtYsAAOSw4Vpb3Eh5&LH_Auction=1
