Object,Price,Location,Link
"Sold  Jan 16, 2019 Old Antique Ancient Medieval Coat Of Arms Clay Pottery Artifact Viking? Roman?",$39.95,,
"Sold  Jan 16, 2019 Old Antique Vintage European Viking Style Bracelet Modern Rendition Museum",$11.50,,
"Sold  Jan 16, 2019 Vikings  jewellery  Vikings Metal detector finds  100% original",$400.00,"Klimovsk, Russian Federation",https://www.ebay.com/itm/Vikings-jewellery-Vikings-Metal-detector-finds-100-original/323638123707?hash=item4b5a55dcbb%3Ag%3ARqkAAOSwGWJcMmfy&LH_Auction=1
"Sold  Jan 16, 2019 low outbid1$!!! EXTREMELY RARE VIKING SILVER THOR HAMMER PEDANT, GOD EX",$77.67,"Sofia, Bulgaria",https://www.ebay.com/itm/low-outbid1-EXTREMELY-RARE-VIKING-SILVER-THOR-HAMMER-PEDANT-GOD-EX/223314389535?hash=item33fe932a1f%3Ag%3AP3MAAOSwKtlcGpuG&LH_Auction=1
"Sold  Jan 16, 2019 Vikings Silver bracelet jewellery  Vikings Metal detector finds  100% original",$500.00,"Klimovsk, Russian Federation",https://www.ebay.com/itm/Vikings-Silver-bracelet-jewellery-Vikings-Metal-detector-finds-100-original/323638073783?hash=item4b5a5519b7%3Ag%3AUE0AAOSwyUFcMl5W&LH_Auction=1
"Sold  Jan 16, 2019 of ancient bronze mirror",$20.00,"EU, Ireland",https://www.ebay.com/itm/of-ancient-bronze-mirror/163482253509?hash=item26104d38c5%3Ag%3Am-oAAOSwXI1cON6R&LH_Auction=1
"Sold  Jan 16, 2019 women's decorations of the  Greek Age",$12.00,"Lummi Island, Washington, United States",https://www.ebay.com/itm/womens-decorations-of-the-Greek-Age/163482232611?hash=item26104ce723%3Ag%3A0v8AAOSwLr1cF2ZB&LH_Auction=1
"Sold  Jan 16, 2019 KIEVAN RUS IRON BULAVA",$39.00,"Kiev, Ukraine",https://www.ebay.com/itm/KIEVAN-RUS-IRON-BULAVA/183628467453?hash=item2ac11c0cfd%3Ag%3AtqAAAOSw27lcNjUB&LH_Auction=1
"Sold  Jan 16, 2019 VIKING ERA SILVER AMULET PENDANT",$70.00,,
"Sold  Jan 16, 2019 VIKING ERA SILVER PROTOMONEY",$22.00,"Marrakech, Morocco",https://www.ebay.com/itm/VIKING-ERA-SILVER-PROTOMONEY/183628448284?hash=item2ac11bc21c%3Ag%3A8iIAAOSwRfxcNjDT&LH_Auction=1
"Sold  Jan 16, 2019 VIKING ERA SILVER AMULET AXE",$31.60,"Marrakech, Morocco",https://www.ebay.com/itm/VIKING-ERA-SILVER-AMULET-AXE/183628444118?hash=item2ac11bb1d6%3Ag%3AtXcAAOSwvcFcNjAa&LH_Auction=1
"Sold  Jan 16, 2019 LOT OF 21 VIKING ERA  IRON ARROW HEAD",$112.00,"Marrakech, Morocco",https://www.ebay.com/itm/LOT-OF-21-VIKING-ERA-IRON-ARROW-HEAD/183628440795?hash=item2ac11ba4db%3Ag%3AA2EAAOSwzEVcNi84&LH_Auction=1
"Sold  Jan 15, 2019 Lot of 3 Medieval silver coin Ancient Vikings of Kievan Rus",$56.00,"Біла Церква, Ukraine",https://www.ebay.com/itm/Lot-of-3-Medieval-silver-coin-Ancient-Vikings-of-Kievan-Rus/183621590958?hash=item2ac0b31fae%3Ag%3Ar%7EUAAOSw7MNcMHp4&LH_Auction=1
"Sold  Jan 15, 2019 Lot of 3 Medieval Bronze Coins Golden Horde Tatar Mongolian Igo",$14.50,"Marrakech, Morocco",https://www.ebay.com/itm/Lot-of-3-Medieval-Bronze-Coins-Golden-Horde-Tatar-Mongolian-Igo/183621588982?hash=item2ac0b317f6%3Ag%3AIEwAAOSwVcZcMHoe&LH_Auction=1
"Sold  Jan 15, 2019 RARE ANCIENT Medieval Viking Era Military IRON ARROW HEAD 9-10th CENTURY AD",$53.99,,
"Sold  Jan 15, 2019 Ancient Viking bronze very fat bracelet. REALLY RARE TYPE",$40.00,"Moscow, Russian Federation",https://www.ebay.com/itm/Ancient-Viking-bronze-very-fat-bracelet-REALLY-RARE-TYPE/183621571988?hash=item2ac0b2d594%3Ag%3AGocAAOSwdGZcMHWS&LH_Auction=1
"Sold  Jan 15, 2019 1734 ANNA IVANOVNA Russian Empress Antique Polushka 1/4 Kopek Coin Eagle",$5.50,"Moscow, Russian Federation",https://www.ebay.com/itm/1734-ANNA-IVANOVNA-Russian-Empress-Antique-Polushka-1-4-Kopek-Coin-Eagle/183621568935?hash=item2ac0b2c9a7%3Ag%3AsEMAAOSwBktcMHSb&LH_Auction=1
"Sold  Jan 15, 2019 1731 ANNA IVANOVNA Russian Empress Antique Polushka 1/4 Kopek Coin Eagle",$7.16,"Marrakech, Morocco",https://www.ebay.com/itm/1731-ANNA-IVANOVNA-Russian-Empress-Antique-Polushka-1-4-Kopek-Coin-Eagle/183621567387?hash=item2ac0b2c39b%3Ag%3A21QAAOSwN3NcMHQ7&LH_Auction=1
"Sold  Jan 15, 2019 Ancient Viking.Whole and broken crosses, rings, buckles and amulets 5-15 AD",$52.00,"Moscow, Russian Federation",https://www.ebay.com/itm/Ancient-Viking-Whole-and-broken-crosses-rings-buckles-and-amulets-5-15-AD/183621565080?hash=item2ac0b2ba98%3Ag%3A5X0AAOSwJOJcMHNd&LH_Auction=1
