Object,Price,Location,Link
"Sold  Apr 26, 2019 CIRCA 1400-1500 AD ISLAMIC ISLAM SILVER DECORATED RING WITH INSCRIPTIONS WEARABL",$39.36,"CYPRUS, Cyprus",https://www.ebay.com/itm/CIRCA-1400-1500-AD-ISLAMIC-ISLAM-SILVER-DECORATED-RING-WITH-INSCRIPTIONS-WEARABL/392280214296?hash=item5b55b90b18%3Ag%3AHi4AAOSwlE5cueNY&LH_Auction=1
"Sold  Apr 26, 2019 INTACT ISLAMIC LATE MEDIEVAL SILVER PLATED INTAGLIO SEAL RING",$17.71,,
"Sold  Apr 26, 2019 ANCIENT ISLAMIC GLAZED ANIMAL STATUETTE SELJUCK EMPIRE 1200-1500AD",$23.61,"Didcot, United Kingdom",https://www.ebay.com/itm/ANCIENT-ISLAMIC-GLAZED-ANIMAL-STATUETTE-SELJUCK-EMPIRE-1200-1500AD/153457564277?hash=item23bac89a75%3Ag%3AErAAAOSwDYtctapr&LH_Auction=1
"Sold  Apr 26, 2019 ATTRACTIVE ISLAMIC SELJUK CA.900 AD HAND CARVED STONE OIL LAMP - RARE",$55.10,,
"Sold  Apr 26, 2019 ATTRACTIVE ISLAMIC SELJUK CA.1300 AD GLASS JUG WITH BEAUTIFUL COLOUR - RARE",$47.23,"Wembley, United Kingdom",https://www.ebay.com/itm/ATTRACTIVE-ISLAMIC-SELJUK-CA-1300-AD-GLASS-JUG-WITH-BEAUTIFUL-COLOUR-RARE/153449281727?hash=item23ba4a38bf%3Ag%3AUwwAAOSwUElcsL2o&LH_Auction=1
"Sold  Apr 25, 2019 12th CENTURY NISHAPUR POTTERY PERSIAN BOWL BEAUTIFUL ANTIQUE BOWL MUSEUM QUALITY",$46.00,"Bradford, United Kingdom",https://www.ebay.com/itm/12th-CENTURY-NISHAPUR-POTTERY-PERSIAN-BOWL-BEAUTIFUL-ANTIQUE-BOWL-MUSEUM-QUALITY/153450679270?hash=item23ba5f8be6%3Ag%3A39QAAOSwNcVcslmW&LH_Auction=1
"Sold  Apr 25, 2019 ASTROLABE ISLAMIC PERSIAN OTTOMAN TURKISH MIDDLE EASTERN QIBLA FINDER MUSEUM",$119.50,,
"Sold  Apr 24, 2019 17 or 18th  century, rare, antique Small Quran manuscript, from Middle East",$300.00,"., Turkey",https://www.ebay.com/itm/17-or-18th-century-rare-antique-Small-Quran-manuscript-from-Middle-East/352645980075?hash=item521b569fab%3Ag%3ADecAAOSwlf5cpufV&LH_Auction=1
"Sold  Apr 24, 2019 3 Authentic Medieval 500-1500 AD Islamic Lapis Lazuli Prayer Bead Artifacts Old",$7.95,"Auburn, Alabama, United States",https://www.ebay.com/itm/3-Authentic-Medieval-500-1500-AD-Islamic-Lapis-Lazuli-Prayer-Bead-Artifacts-Old/273811466091?hash=item3fc06f676b%3Ag%3AE48AAOSwccdckpRJ&LH_Auction=1
"Sold  Apr 24, 2019 RARE ANTIQUE OTTOMAN TURKISH JEWELRY WOOD BOX MOTHER PEARL INLAY C TORTOISE","$2,125.00","cairo, Egypt",https://www.ebay.com/itm/RARE-ANTIQUE-OTTOMAN-TURKISH-JEWELRY-WOOD-BOX-MOTHER-PEARL-INLAY-C-TORTOISE/123738942759?hash=item1ccf6a6d27%3Ag%3Ah54AAOSwOANct5mH&LH_Auction=1
"Sold  Apr 24, 2019 Ancient Islamic Style Blue Stone Intaglio Middle Eastern Ring Medieval Ottoman",$8.00,"Auburn, Alabama, United States",https://www.ebay.com/itm/Ancient-Islamic-Style-Blue-Stone-Intaglio-Middle-Eastern-Ring-Medieval-Ottoman/273811466139?hash=item3fc06f679b%3Ag%3AzOUAAOSw9hlcsQJe&LH_Auction=1
"Sold  Apr 24, 2019 OLD ISLAMIC BOOK KURAN QURAN ARABIC",$53.00,,
"Sold  Apr 24, 2019 Agate خاتم عقيق عينStone engraved eye and other in both side 925silver man ring",$40.00,,
"Sold  Apr 24, 2019 BELT ISLAMIC CEINTURE SILVER TURKISH OTTOMAN NATURAL TURKEY",$20.76,,
"Sold  Apr 24, 2019  Old Carnelian Afghan Turkish Agate Stone Intaglio Star Islamic Ring 6 US",$8.99,"moungchumphon, chumphon, Thailand",https://www.ebay.com/itm/Old-Carnelian-Afghan-Turkish-Agate-Stone-Intaglio-Star-Islamic-Ring-6-US/273809916566?hash=item3fc057c296%3Ag%3ASJ0AAOSw-r9cmcua&LH_Auction=1
"Sold  Apr 23, 2019 EARLY Berber (Kabyle) culture, from Algeria, probably late 19th - 20th century",$26.00,"Columbus, Ohio, United States",https://www.ebay.com/itm/EARLY-Berber-Kabyle-culture-from-Algeria-probably-late-19th-20th-century/293052139049?hash=item443b44c629%3Ag%3AdhkAAOSwjXZcatiE&LH_Auction=1
"Sold  Apr 23, 2019 SUPERB LATE MEDIEVAL ISLAMIC SILVERED RING WITH CARNELIAN STONE INTAGLIO",$12.46,"Didcot, United Kingdom",https://www.ebay.com/itm/SUPERB-LATE-MEDIEVAL-ISLAMIC-SILVERED-RING-WITH-CARNELIAN-STONE-INTAGLIO/153453738941?hash=item23ba8e3bbd%3Ag%3AMwgAAOSwvSNctcJW&LH_Auction=1
"Sold  Apr 23, 2019 BEAUTIFUL ANCIENT ISLAMIC GLAZED TERRACOTTA OIL LAMP. SELJUCK EMPIRE",$70.84,"Didcot, United Kingdom",https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-ISLAMIC-GLAZED-TERRACOTTA-OIL-LAMP-SELJUCK-EMPIRE/153453709034?hash=item23ba8dc6ea%3Ag%3AzHAAAOSwwP1ctbTN&LH_Auction=1
"Sold  Apr 23, 2019 INTACT ISLAMIC LATE MEDIEVAL BRONZE INTAGLIO SEAL RING- ANTELOPE",$16.40,"CYPRUS, Cyprus",https://www.ebay.com/itm/INTACT-ISLAMIC-LATE-MEDIEVAL-BRONZE-INTAGLIO-SEAL-RING-ANTELOPE/392277400164?hash=item5b558e1a64%3Ag%3A4ywAAOSwtLxctBbm&LH_Auction=1
"Sold  Apr 23, 2019 INTACT ISLAMIC LATE MEDIEVAL GOLD PLATED INTAGLIO SEAL RING- ANTELOPE",$236.14,"CYPRUS, Cyprus",https://www.ebay.com/itm/INTACT-ISLAMIC-LATE-MEDIEVAL-GOLD-PLATED-INTAGLIO-SEAL-RING-ANTELOPE/392277399040?hash=item5b558e1600%3Ag%3AVoEAAOSwk1BctBWy&LH_Auction=1
"Sold  Apr 23, 2019 OLD ANTIQUE ISLAMIC OTTOMAN CAIROWARE INLAID SILVER ABBAS HELMI II BELT KA'BAH","$3,150.00","cairo, Egypt",https://www.ebay.com/itm/OLD-ANTIQUE-ISLAMIC-OTTOMAN-CAIROWARE-INLAID-SILVER-ABBAS-HELMI-II-BELT-KABAH/123737765025?hash=item1ccf5874a1%3Ag%3A3n4AAOSwyJFctlWJ&LH_Auction=1
"Sold  Apr 23, 2019 ANTIQUE ISLAMIC MIDDLE EASTERN ARABIC LARG COPPER BRASS PITCHER EWER & BEASIN","$5,249.00",,
"Sold  Apr 23, 2019 Nuwaubic Numbers Alphabet Lessons Activities in 3 RARE FINDS",$14.99,"Cleveland, Ohio, United States",https://www.ebay.com/itm/Nuwaubic-Numbers-Alphabet-Lessons-Activities-in-3-RARE-FINDS/293051185719?hash=item443b363a37%3Ag%3Ar9gAAOSwVh9crJ%7EZ&LH_Auction=1
"Sold  Apr 22, 2019 Gold gilded old ring with beautiful Islamic writing black agate stone #AA",$16.50,"Bangkok , Thailand",https://www.ebay.com/itm/Gold-gilded-old-ring-with-beautiful-Islamic-writing-black-agate-stone-AA/183772474208?hash=item2ac9b16b60%3Ag%3AhrAAAOSwZ6hci%7Em4&LH_Auction=1
"Sold  Apr 22, 2019 Antique Perian Islamic Calligraphic Ceramic Bowl With Bird Image #2W",$30.00,"Bangkok , Thailand",https://www.ebay.com/itm/Antique-Perian-Islamic-Calligraphic-Ceramic-Bowl-With-Bird-Image-2W/183772474231?hash=item2ac9b16b77%3Ag%3AvX4AAOSwXnxcM1b8&LH_Auction=1
