Object,Price,Location,Seller,Link
"Aug 1, 2019 LOT OF 3pcs. CELTIC PERIOD IRON CURVED KNIVES, TOP CONDITION+++",$9.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/LOT-OF-3pcs-CELTIC-PERIOD-IRON-CURVED-KNIVES-TOP-CONDITION/323868401622?hash=item4b680f9fd6%3Ag%3ATYQAAOSwPv9bUl9g&LH_Auction=1
"Aug 1, 2019 Celtic Torc Terminal",$18.43,"Bishop's Stortford, United Kingdom",del550,https://www.ebay.com/itm/Celtic-Torc-Terminal/202742167357?hash=item2f345ff73d%3Ag%3AIM4AAOSwsUBdOYFO&LH_Auction=1
"Jul 31, 2019 CELTIC SCANDINAVIAN ANCIENT ARTIFACT BRONZE CROSS WITH CELTIC KNOT",$31.97,"West Sussex, United Kingdom",gosh_diamond,https://www.ebay.com/itm/CELTIC-SCANDINAVIAN-ANCIENT-ARTIFACT-BRONZE-CROSS-WITH-CELTIC-KNOT/173975499032?hash=item2881bf7118%3Ag%3AH%7EMAAOSwZbNdOKQd&LH_Auction=1
"Jul 31, 2019 SUPERB  CELTIC CA.400BC BRONZE SPECTACLE BROOCH - RARE - R 499",$47.95,"Wembley, United Kingdom",ancient.apollo,https://www.ebay.com/itm/SUPERB-CELTIC-CA-400BC-BRONZE-SPECTACLE-BROOCH-RARE-R-499/153569970405?hash=item23c17bc8e5%3Ag%3At44AAOSw-ZBdLyyD&LH_Auction=1
"Jul 31, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$47.70,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163792607800?hash=item2622ccda38%3Ag%3ACt0AAOSw1wZdO0S3&LH_Auction=1
"Jul 31, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$51.20,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163792607800?hash=item2622ccda38%3Ag%3ACt0AAOSw1wZdO0S3&LH_Auction=1
"Jul 31, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$36.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163792607800?hash=item2622ccda38%3Ag%3ACt0AAOSw1wZdO0S3&LH_Auction=1
"Jul 31, 2019 SUPERB  CELTIC CA.400BC BRONZE SPECTACLE BROOCH - RARE - R510",$11.68,"Wembley, United Kingdom",ancient.apollo,https://www.ebay.com/itm/SUPERB-CELTIC-CA-400BC-BRONZE-SPECTACLE-BROOCH-RARE-R510/153569975716?hash=item23c17bdda4%3Ag%3ArGkAAOSwPp5dLy3-&LH_Auction=1
"Jul 31, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$42.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163792607800?hash=item2622ccda38%3Ag%3ACt0AAOSw1wZdO0S3&LH_Auction=1
"Jul 31, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$61.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163792607800?hash=item2622ccda38%3Ag%3ACt0AAOSw1wZdO0S3&LH_Auction=1
"Jul 31, 2019 A205. Celtic style bronze ring money",$12.00,"Pavlikeni, Bulgaria",axelina3,https://www.ebay.com/itm/A205-Celtic-style-bronze-ring-money/233300081093?hash=item3651c4b9c5%3Ag%3AqDgAAOSwRq5dK2DD&LH_Auction=1
"Jul 30, 2019  ANCIENT CELTIC BRONZE SERATED PROTO RING MONEY ANCIENT CURRENCY",$2.21,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-SERATED-PROTO-RING-MONEY-ANCIENT-CURRENCY/153577315416?hash=item23c1ebdc58%3Ag%3AD5gAAOSwdUVdNwBg&LH_Auction=1
"Jul 30, 2019 BRITISH FOUND CIRCA 100BC-100AD ANCIENT CELTIC BRONZE HORSE STATUETTE",$88.53,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BRITISH-FOUND-CIRCA-100BC-100AD-ANCIENT-CELTIC-BRONZE-HORSE-STATUETTE/153577253810?hash=item23c1eaebb2%3Ag%3AXG8AAOSw5N1dNu-o&LH_Auction=1
"Jul 30, 2019 BRITISH FOUND ANCIENT CELTIC BRONZE RIDER FIGURINE FROM HORSE AND RIDER 100BC",$34.43,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BRITISH-FOUND-ANCIENT-CELTIC-BRONZE-RIDER-FIGURINE-FROM-HORSE-AND-RIDER-100BC/153577263270?hash=item23c1eb10a6%3Ag%3ACssAAOSw1RhdNvKW&LH_Auction=1
"Jul 30, 2019 1 Ancient Celtic Glass Bead, Celts VERY RARE!  TOP !!",$7.50,"Bavaria, Germany",caracalla10,https://www.ebay.com/itm/1-Ancient-Celtic-Glass-Bead-Celts-VERY-RARE-TOP/153580153143?hash=item23c2172937%3Ag%3AhNMAAOSwDMVdOdQM&LH_Auction=1
"Jul 30, 2019 Celtic Bronze Boar Amulet",$14.74,"England, United Kingdom",ialonus,https://www.ebay.com/itm/Celtic-Bronze-Boar-Amulet/163790597004?hash=item2622ae2b8c%3Ag%3AwNYAAOSwyKxXhTew&LH_Auction=1
"Jul 29, 2019 Original Ancient Celtic Silver Bracelet From Europe 6.30 Grams",$46.00,"Conroe, Texas, United States",doctorzoso,https://www.ebay.com/itm/Original-Ancient-Celtic-Silver-Bracelet-From-Europe-6-30-Grams/143336193200?hash=item215f80bcb0%3Ag%3A8UoAAOSw2RJclM2g&LH_Auction=1
"Jul 29, 2019 ROMANO CELTIC TWISTED COPPER RING-WITH PATINA-BRITISH DETECTING FIND",$6.14,"Chester, United Kingdom",plumpton-antiques,https://www.ebay.com/itm/ROMANO-CELTIC-TWISTED-COPPER-RING-WITH-PATINA-BRITISH-DETECTING-FIND/254306638258?hash=item3b35db59b2%3Ag%3A0joAAOSw1zddMaVj&LH_Auction=1
"Jul 29, 2019 RARE! Ancient Celtic Bronze Proto Money Coin 13g",$9.99,"Europe, Bulgaria, Bulgaria",098080,https://www.ebay.com/itm/RARE-Ancient-Celtic-Bronze-Proto-Money-Coin-13g/163787022342?hash=item262277a006%3Ag%3AFSUAAOSwWzddBqY1&LH_Auction=1
"Jul 28, 2019 WELL PRESERVED LARGE CELTIC CURVED DAGGER-KNIFE WITH THE CHAPE+++",$49.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/WELL-PRESERVED-LARGE-CELTIC-CURVED-DAGGER-KNIFE-WITH-THE-CHAPE/223595829927?hash=item340f599aa7%3Ag%3A0X0AAOSwkshbr%7Em3&LH_Auction=1
"Jul 28, 2019 EXTREMELY RARE CELTIC PROTO MONEY SILVER UNIT INGOT+++",$24.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/EXTREMELY-RARE-CELTIC-PROTO-MONEY-SILVER-UNIT-INGOT/223595819687?hash=item340f5972a7%3Ag%3AwgYAAOSw2kpdNN1U&LH_Auction=1
"Jul 28, 2019 CIRCA 300 BC CELTIC SILVER RING WITH PHALLUS ON TOP - WEARABLE",$47.95,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/CIRCA-300-BC-CELTIC-SILVER-RING-WITH-PHALLUS-ON-TOP-WEARABLE/392350089231?hash=item5b59e3400f%3Ag%3AgqAAAOSwNINdNMRo&LH_Auction=1
"Jul 28, 2019 BEST SILVER PHALLUS PENDANT",$5.50,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/BEST-SILVER-PHALLUS-PENDANT/273938702615?hash=item3fc804e117%3Ag%3AJM0AAOSw%7EBtdN4QO&LH_Auction=1
"Jul 28, 2019 AVAR BRONZE  APPLIQUE",$2.25,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/AVAR-BRONZE-APPLIQUE/273938702338?hash=item3fc804e002%3Ag%3AlhoAAOSwPJVdNLvH&LH_Auction=1
"Jul 28, 2019 GREAT MEDIEVAL  CROSS PENDANT",$1.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/GREAT-MEDIEVAL-CROSS-PENDANT/273938701785?hash=item3fc804ddd9%3Ag%3AfggAAOSwoyhdNL2K&LH_Auction=1
"Jul 28, 2019 SILVER BYZANTINE EARRING",$1.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/SILVER-BYZANTINE-EARRING/273938700955?hash=item3fc804da9b%3Ag%3A4FIAAOSwIJZdNML6&LH_Auction=1
"Jul 28, 2019 SILVER CELTIC EARRING RARE",$4.25,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/SILVER-CELTIC-EARRING-RARE/273938696818?hash=item3fc804ca72%3Ag%3A6E0AAOSwmcNdBROH&LH_Auction=1
"Jul 28, 2019 Large Iron Age Celtic bronze Horse chariot terret ring metal detecting detector",$28.16,"Pontefract, West Yorkshire, United Kingdom",craig20050,https://www.ebay.com/itm/Large-Iron-Age-Celtic-bronze-Horse-chariot-terret-ring-metal-detecting-detector/392332183013?hash=item5b58d205e5%3Ag%3ANyIAAOSw-M5dI0xO&LH_Auction=1
"Jul 27, 2019 NICE CELTIC *LA TENE* PERIOD BRONZE FIBULA +++WELL PRESERVED+++TOP PATINA+++",$19.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/NICE-CELTIC-LA-TENE-PERIOD-BRONZE-FIBULA-WELL-PRESERVED-TOP-PATINA/323863799346?hash=item4b67c96632%3Ag%3Aj2YAAOSwxlxc0gtd&LH_Auction=1
"Jul 27, 2019 AX,  culture of Gava-Goligrady is approximately 1250-1050 BC .",$66.00,"Kiev, Ukraine",sergii78,https://www.ebay.com/itm/AX-culture-of-Gava-Goligrady-is-approximately-1250-1050-BC/233290073183?hash=item36512c045f%3Ag%3AneMAAOSwWYxdL5Ap&LH_Auction=1
"Jul 27, 2019 ANCIENT CELTIC DRUIDS BILON SILVER FERTILITY AMULET PENDANT - 500/400 BC",$20.50,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/ANCIENT-CELTIC-DRUIDS-BILON-SILVER-FERTILITY-AMULET-PENDANT-500-400-BC/133114988157?hash=item1efe45867d%3Ag%3AaTwAAOSw0TxdL4WO&LH_Auction=1
"Jul 27, 2019 LOT OF MOSTLY ANCIENT CELTIC SILVER DECORATIONS, AMULETS, MOUNTS AND PENDANTS",$31.00,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/LOT-OF-MOSTLY-ANCIENT-CELTIC-SILVER-DECORATIONS-AMULETS-MOUNTS-AND-PENDANTS/133114961902?hash=item1efe451fee%3Ag%3AxH8AAOSwQWhdL4FF&LH_Auction=1
"Jul 27, 2019 Rare Iron Age / Celtic bronze Horse chariot fitting metal detecting detector",$108.02,"Pontefract, West Yorkshire, United Kingdom",craig20050,https://www.ebay.com/itm/Rare-Iron-Age-Celtic-bronze-Horse-chariot-fitting-metal-detecting-detector/372707211928?hash=item56c714ba98%3Ag%3AOCMAAOSweXddI0to&LH_Auction=1
"Jul 26, 2019 DETECTOR FINDS ANCIENT CELTIC PROTO RING MONEY",$1.22,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/DETECTOR-FINDS-ANCIENT-CELTIC-PROTO-RING-MONEY/153572995103?hash=item23c1a9f01f%3Ag%3AsmEAAOSwAAJdLyJx&LH_Auction=1
"Jul 26, 2019 SUPERB ROMANO-CELTIC CA.100 AD BRONZE FOREST GODDESS APPLIQUE - RARE R70",$25.82,"Wembley, United Kingdom",ancient.apollo,https://www.ebay.com/itm/SUPERB-ROMANO-CELTIC-CA-100-AD-BRONZE-FOREST-GODDESS-APPLIQUE-RARE-R70/153552934342?hash=item23c077d5c6%3Ag%3A5M0AAOSw76tc5c8P&LH_Auction=1
"Jul 25, 2019 500-200 BC Ancient Celtic Ring Money Proto-Coin Authentic Artifact Currency Old",$18.50,"Auburn, Alabama, United States",worleyenterprisesinternationalllc,https://www.ebay.com/itm/500-200-BC-Ancient-Celtic-Ring-Money-Proto-Coin-Authentic-Artifact-Currency-Old/273934819694?hash=item3fc7c9a16e%3Ag%3Ag5IAAOSw5K5c%7Eqgc&LH_Auction=1
"Jul 25, 2019 ANCIENT CELTIC BRONZE PROTO RING MONEY CIRCA 500 BC VERY RARE AND SCARCE",$0.99,"EU, France",shtil42-4,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-PROTO-RING-MONEY-CIRCA-500-BC-VERY-RARE-AND-SCARCE/303228010472?hash=item4699cc3fe8%3Ag%3AyaIAAOSwWkNdBAyd&LH_Auction=1
"Jul 24, 2019 Roman  Celtic ancient buckles tools  tweezers stylus knife 1 century BC - AD",$12.50,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-buckles-tools-tweezers-stylus-knife-1-century-BC-AD/163785918675?hash=item262266c8d3%3Ag%3A8qoAAOSw4S1dNKqK&LH_Auction=1
"Jul 24, 2019 Roman  Celtic ancient brooches fibula artifacts 250 CE",$42.90,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-artifacts-250-CE/163785906723?hash=item2622669a23%3Ag%3AiX0AAOSwxWxdNKk2&LH_Auction=1
"Jul 24, 2019 Roman  Celtic ancient mirror artifacts 1-3 century AD  rare",$1.50,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-mirror-artifacts-1-3-century-AD-rare/163785897726?hash=item26226676fe%3Ag%3AOk4AAOSwPNxdNKYg&LH_Auction=1
"Jul 24, 2019 Roman  Celtic ancient brooches fibula artifacts 1-3 century AD",$47.66,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-artifacts-1-3-century-AD/163785889039?hash=item262266550f%3Ag%3AwUgAAOSw-xhdNKUu&LH_Auction=1
"Jul 24, 2019 Roman  Celtic ancient artifacts brooches fibula 1 century AD",$13.15,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-artifacts-brooches-fibula-1-century-AD/163785761800?hash=item2622646408%3Ag%3AbOEAAOSwEuZdNIKx&LH_Auction=1
"Jul 24, 2019 AMAZING ANCIENT BRONZE EARLY CELTIC AXE LONG",$114.50,"Lviv, Ukraine",tasya729,https://www.ebay.com/itm/AMAZING-ANCIENT-BRONZE-EARLY-CELTIC-AXE-LONG/183890834419?hash=item2ad0bf73f3%3Ag%3AweAAAOSwsqddMdIn&LH_Auction=1
"Jul 24, 2019 ANCIENT BRONZE EARLY CELTIC AXE #2",$33.00,"Lviv, Ukraine",tasya729,https://www.ebay.com/itm/ANCIENT-BRONZE-EARLY-CELTIC-AXE-2/183890830382?hash=item2ad0bf642e%3Ag%3AX-AAAOSwv5RdMdFX&LH_Auction=1
"Jul 23, 2019 WELL PRESERVED LARGE CELTIC CURVED KNIFE *MAHEYRA*+++",$32.88,"..................., Norway",aurelius1962,https://www.ebay.com/itm/WELL-PRESERVED-LARGE-CELTIC-CURVED-KNIFE-MAHEYRA/223589752261?hash=item340efcddc5%3Ag%3AG%7E0AAOSwoiFdDrPo&LH_Auction=1
"Jul 23, 2019 LOT of 15 pcs. BRONZE CELTIC RING MONEY, Metal Detector Finds!!!",$24.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/LOT-of-15-pcs-BRONZE-CELTIC-RING-MONEY-Metal-Detector-Finds/223589752247?hash=item340efcddb7%3Ag%3AfaMAAOSwXV9dIm3S&LH_Auction=1
"Jul 23, 2019 VIKING CELTIC ANCIENT ARTIFACT BRONZE PENDANT POWER AMULET",$4.67,"West Sussex, United Kingdom",gosh_diamond,https://www.ebay.com/itm/VIKING-CELTIC-ANCIENT-ARTIFACT-BRONZE-PENDANT-POWER-AMULET/173967050342?hash=item28813e8666%3Ag%3AuPMAAOSwpoxdGnVV&LH_Auction=1
"Jul 23, 2019 VIKING CELTIC ANCIENT ARTIFACT BRONZE PENDANT",$18.44,"West Sussex, United Kingdom",gosh_diamond,https://www.ebay.com/itm/VIKING-CELTIC-ANCIENT-ARTIFACT-BRONZE-PENDANT/183887071003?hash=item2ad086071b%3Ag%3AaPkAAOSwj5FdGQYR&LH_Auction=1
"Jul 23, 2019 VIKING CELTIC ANCIENT ARTIFACT BRONZE PENDANT WITH THOR'S HAMMER",$28.32,"West Sussex, United Kingdom",gosh_diamond,https://www.ebay.com/itm/VIKING-CELTIC-ANCIENT-ARTIFACT-BRONZE-PENDANT-WITH-THORS-HAMMER/183887070423?hash=item2ad08604d7%3Ag%3AUZoAAOSwpEldGQOA&LH_Auction=1
"Jul 23, 2019 Ancient Celtic Proto Money Bronze Ring ""Coin"" Circa 400 BC Very Rare",$0.99,"EU, France",martichworldcoins7,https://www.ebay.com/itm/Ancient-Celtic-Proto-Money-Bronze-Ring-Coin-Circa-400-BC-Very-Rare/223589675319?hash=item340efbb137%3Ag%3AxpsAAOSwv9ldJGRE&LH_Auction=1
"Jul 23, 2019 Celtic bronze ring  circa 100-BC-200 AD",$16.29,"Ferryside, United Kingdom",domitia.domitia,https://www.ebay.com/itm/Celtic-bronze-ring-circa-100-BC-200-AD/362702033545?hash=item5472b9d289%3Ag%3AObkAAOSwNaBdLg5l&LH_Auction=1
"Jul 23, 2019 1 Ancient Celtic Glass Bead Celts VERY RARE!  TOP !!",$66.55,"Bavaria, Germany",caracalla10,https://www.ebay.com/itm/1-Ancient-Celtic-Glass-Bead-Celts-VERY-RARE-TOP/143332372840?hash=item215f467168%3Ag%3AMs8AAOSwhWpdMJ8S&LH_Auction=1
"Jul 23, 2019 Big piece of bronze  period 1600 grams",$77.00,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Big-piece-of-bronze-period-1600-grams/183894828996?hash=item2ad0fc67c4%3Ag%3Av8gAAOSwDCtdKLQf&LH_Auction=1
"Jul 21, 2019 Cimmerian bronze Ax 16 - 14 century BC.",$194.49,"Kiev, Ukraine",sergii78,https://www.ebay.com/itm/Cimmerian-bronze-Ax-16-14-century-BC/233285259880?hash=item3650e29268%3Ag%3AisEAAOSwTsNdJ7Yy&LH_Auction=1
"Jul 21, 2019 EXTREMELY RARE HUGE CELTIC CURVED KNIFE-DAGGER *MAHEIRA*, w/ The Bronze CHAPE+++",$99.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/EXTREMELY-RARE-HUGE-CELTIC-CURVED-KNIFE-DAGGER-MAHEIRA-w-The-Bronze-CHAPE/323858579033?hash=item4b6779be59%3Ag%3Ad3YAAOSwP41dF-Zr&LH_Auction=1
"Jul 21, 2019 LARGE CELTIC SOLAR BELT BUCKLE - 200/100 BC - EXTREMELY RARE",$66.00,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/LARGE-CELTIC-SOLAR-BELT-BUCKLE-200-100-BC-EXTREMELY-RARE/133109479367?hash=item1efdf177c7%3Ag%3Acr8AAOSwNj5dJ6C%7E&LH_Auction=1
"Jul 21, 2019 OUTSTANDING BRONZE ROMANO GREEK FEMALE  STATUETTE WITH WINGS - 10 cm",$19.50,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/OUTSTANDING-BRONZE-ROMANO-GREEK-FEMALE-STATUETTE-WITH-WINGS-10-cm/133109477802?hash=item1efdf171aa%3Ag%3AMioAAOSwTm9dJ5%7Eb&LH_Auction=1
"Jul 21, 2019 INTERESTING TIP OF BRONZE AGE SPEARHEAD - 2000 BC",$5.00,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/INTERESTING-TIP-OF-BRONZE-AGE-SPEARHEAD-2000-BC/133109472775?hash=item1efdf15e07%3Ag%3AJgIAAOSw1oJdHaEp&LH_Auction=1
"Jul 21, 2019 BRONZE AGE RITUAL DAGGER AMULET PENDANT - 1500 BC - EXTREMELY RARE",$20.50,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/BRONZE-AGE-RITUAL-DAGGER-AMULET-PENDANT-1500-BC-EXTREMELY-RARE/133109472787?hash=item1efdf15e13%3Ag%3AM9sAAOSw9zJc7BJt&LH_Auction=1
"Jul 21, 2019 SMALL CELTIC ROMAN BRONZE FIGURINE OF A CALF - FERTILITY SYMBOL - 100 BC - RARE",$15.50,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/SMALL-CELTIC-ROMAN-BRONZE-FIGURINE-OF-A-CALF-FERTILITY-SYMBOL-100-BC-RARE/133109475292?hash=item1efdf167dc%3Ag%3AwzQAAOSw5BVdJ55T&LH_Auction=1
"Jul 21, 2019 ENORMOUS ANCIENT CELTIC DRUIDS BRONZE LUNAR AMULET DECORATION - 100 BC / 100 AD",$26.00,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/ENORMOUS-ANCIENT-CELTIC-DRUIDS-BRONZE-LUNAR-AMULET-DECORATION-100-BC-100-AD/133109472774?hash=item1efdf15e06%3Ag%3AyWMAAOSwWANdG%7EJL&LH_Auction=1
"Jul 21, 2019 SUPERB BRONZE AGE SOCKETED SPEAR HEAD - 1000 BC",$17.50,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/SUPERB-BRONZE-AGE-SOCKETED-SPEAR-HEAD-1000-BC/133109462539?hash=item1efdf1360b%3Ag%3At8cAAOSwGFZczybA&LH_Auction=1
"Jul 21, 2019 ANCIENT CELTIC ROMAN TERRACOTTA RITUAL CUP - 100 BC / 100 AD",$15.50,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/ANCIENT-CELTIC-ROMAN-TERRACOTTA-RITUAL-CUP-100-BC-100-AD/133109462532?hash=item1efdf13604%3Ag%3A0GgAAOSwDmBdHaei&LH_Auction=1
"Jul 21, 2019 GORGEOUS ANCIENT CELTIC BRONZE SW0RD D@GGER WE@PON PENDANT CIRCA 600-400 BCE",$25.70,"Lowestoft, United Kingdom",theancienttimes,https://www.ebay.com/itm/GORGEOUS-ANCIENT-CELTIC-BRONZE-SW0RD-D-GGER-WE-PON-PENDANT-CIRCA-600-400-BCE/264397989585?hash=item3d8f5926d1%3Ag%3ApDkAAOSwcoFdFhcX&LH_Auction=1
"Jul 21, 2019 Super Celtic Duck Pendant",$24.59,"Bishop's Stortford, United Kingdom",del550,https://www.ebay.com/itm/Super-Celtic-Duck-Pendant/202733635218?hash=item2f33ddc692%3Ag%3AdCsAAOSwASBdK4GK&LH_Auction=1
"Jul 21, 2019 A186.Celtic style bronze horse and rider figurine.",$27.99,"Pavlikeni, Bulgaria",axelina3,https://www.ebay.com/itm/A186-Celtic-style-bronze-horse-and-rider-figurine/333264222580?hash=item4d98187974%3Ag%3AzHcAAOSwEtRdJ3xf&LH_Auction=1
"Jul 20, 2019 DRAGON ROMAN BRONZE  RING",$10.50,"Zenica, Bosnia and Herzegovina",alexancient9,https://www.ebay.com/itm/DRAGON-ROMAN-BRONZE-RING/323857592371?hash=item4b676ab033%3Ag%3ASEAAAOSwnyFdKePt&LH_Auction=1
"Jul 20, 2019 ANCIENT CELTIC BRONZE BRACELET CIRCA 1500-1000 BCE - NICE DETAILED TERMINALS",$62.15,"Lowestoft, United Kingdom",ancient_history,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-BRACELET-CIRCA-1500-1000-BCE-NICE-DETAILED-TERMINALS/323857524766?hash=item4b6769a81e%3Ag%3AiDgAAOSwIJZdKb-S&LH_Auction=1
"Jul 20, 2019 VERY RARE - STUNNING CONDITION - ANCIENT CELTIC AXE HEAD CIRCA 1500-1000 BCE",$49.18,"Lowestoft, United Kingdom",ancient_history,https://www.ebay.com/itm/VERY-RARE-STUNNING-CONDITION-ANCIENT-CELTIC-AXE-HEAD-CIRCA-1500-1000-BCE/323857526107?hash=item4b6769ad5b%3Ag%3A%7E%7EQAAOSwyJVdKcJO&LH_Auction=1
"Jul 20, 2019 SCARCE - CELTIC BRONZE HORSE STATUE CIRCA 1500-1000 BCE - BEAUTIFUL EXAMPLE",$52.93,"Lowestoft, United Kingdom",ancient_history,https://www.ebay.com/itm/SCARCE-CELTIC-BRONZE-HORSE-STATUE-CIRCA-1500-1000-BCE-BEAUTIFUL-EXAMPLE/323857526395?hash=item4b6769ae7b%3Ag%3ABF4AAOSwti1dKb%7EI&LH_Auction=1
"Jul 20, 2019 Ancient Interesting Roman Legionary Whistle 1st - 4th century AD",$24.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/Ancient-Interesting-Roman-Legionary-Whistle-1st-4th-century-AD/273927942297?hash=item3fc760b099%3Ag%3AA4kAAOSwSk5dKegB&LH_Auction=1
"Jul 20, 2019 NICE BRONZE LARGE RARE  BEAD",$4.25,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/NICE-BRONZE-LARGE-RARE-BEAD/273927941682?hash=item3fc760ae32%3Ag%3A1vMAAOSwwYlc9Aer&LH_Auction=1
"Jul 20, 2019 Ancient Celtic Proto Money Bronze Ring ""Coin""  Rare",$9.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/Ancient-Celtic-Proto-Money-Bronze-Ring-Coin-Rare/273927938909?hash=item3fc760a35d%3Ag%3AcewAAOSw6RRdKeu7&LH_Auction=1
"Jul 20, 2019 ANCIENT IRON  HORSE SPUR",$14.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/ANCIENT-IRON-HORSE-SPUR/273927935957?hash=item3fc76097d5%3Ag%3Ae9IAAOSwjmRc88u%7E&LH_Auction=1
"Jul 19, 2019 Sword of the Viking. The Vikings. Combat Sword. 62cm. SWORD VIKING ORIGINAL",$540.00,"Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Combat-Sword-62cm-SWORD-VIKING-ORIGINAL/401810033249?hash=item5d8dbe8a61%3Ag%3AngwAAOSwcOtcbXbY&LH_Auction=1
"Jul 19, 2019 Helmet of ancient Rus-12 century-""Polovtsy"".Original condition. Without restorat",$405.00,"Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Helmet-of-ancient-Rus-12-century-Polovtsy-Original-condition-Without-restorat/401810042909?hash=item5d8dbeb01d%3Ag%3AQYwAAOSwKF9c-qer&LH_Auction=1
"Jul 19, 2019 ANCIENT CELTIC BRONZE  RING WITH 2 EVIL EYE MOTIFS",$1.99,"Tem, Romania",zeus-olimp1961,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-RING-WITH-2-EVIL-EYE-MOTIFS/401814020225?hash=item5d8dfb6081%3Ag%3AfCIAAOSwbKZdF1zR&LH_Auction=1
"Jul 19, 2019 Roman  Celtic ancient brooches fibula artifacts 1-3 century AD",$42.60,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-artifacts-1-3-century-AD/163777115892?hash=item2621e076f4%3Ag%3ApyIAAOSwdAFdK1%7EV&LH_Auction=1
"Jul 19, 2019 Roman  Celtic ancient brooches fibula artifacts 1-3 century AD",$38.64,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-artifacts-1-3-century-AD/163777115892?hash=item2621e076f4%3Ag%3ApyIAAOSwdAFdK1%7EV&LH_Auction=1
